"","FamID","MomID","DadID","Fam.ord","Pop","Pop.ord","Year","Group","Group.ord","Reg","Reg.ord","Temp","Temp.ord","Temp.rep","Tray.set","Tray","Rep","Cell","TagID","Planting.date","Percival","Leaf.number.going.in","Leaf.number.coming.out..green.","Leaf.number.coming.out..brown.","Notes","NAleafIn","zeroLeafIn","sampledB4leafOut","outRGR","zeros","RGR","surv","regCol","daytimeTemp"
"1439","GH_0039","SS3619","SS3607",17,"N1",1,2010,"N1 2010",1,"N",1,"45.3",7,1,4,20,0.08,"F11",39.08,"2/20/19","I-34",0,2,NA,NA,0,1,0,1,0,NA,1,"#5E4FA2",45
"1440","GH_0769","NFS153","NFS27",56,"N2",2,2017,"N2 2017",4,"N",1,"45.3",7,1,4,20,0.08,"F12",769.08,"2/20/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#5E4FA2",45
"1441","GH_1082","WAW9","WAW15",130,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"A1",1082.07,"2/27/19","I-34",4,NA,6,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1442","GH_1042","CRA144","CRA3",105,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"A2",1042.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1443","GH_0291","SS3568","SS3555",121,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"A3",291.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1444","GH_0169","SS3420","SS3337",79,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"A4",169.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1445","GH_1107","WAW8","WAW60",137,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"A5",1107.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1446","GH_0281","SS3572","SS3544",116,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"A6",281.07,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1447","GH_0925","CRA10","CRA42",93,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"A7",925.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1448","GH_1035","CRA124","CRA22",104,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"A8",1035.07,"2/27/19","I-34",2,NA,2,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1449","GH_1108","WAW78","WAW60",138,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"A9",1108.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1450","GH_0302","SS3553","SS3554",126,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"A10",302.07,"2/27/19","I-34",6,NA,6,"one leaf is dying",0,0,0,0,0,0,0,"#FEF0A5",45
"1451","GH_1112","WAW81","WAW67",139,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"A11",1112.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1452","GH_0122","SS3450","SS3402",73,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"A12",122.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1453","GH_0127","SS3340","SS3495",74,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"B1",127.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1454","GH_0197","SS3361","SS3357",83,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"B2",197.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1455","GH_1124","WAW32","WAW55",143,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"B3",1124.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1456","GH_0209","SS3433","SS3424",84,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"B4",209.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1457","GH_1100","WAW6","WAW7",134,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"B5",1100.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1458","GH_0146","SS3339","SS3321",76,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"B6",146.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1459","GH_0287","SS3571","SS3577",119,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"B7",287.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1460","GH_0215","SS3483","SS3387",85,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"B8",215.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1461","GH_0159","SS3491","SS3454",77,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"B9",159.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1462","GH_0270","SS3578","SS3550",111,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"B10",270.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1463","GH_0250","SS3445","SS3363",88,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"B11",250.07,"2/27/19","I-34",4,4,2,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1464","GH_1125","WAW53","WAW55",144,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"B12",1125.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1465","GH_0191","SS3383","SS3441",82,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"C1",191.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1466","GH_0271","SS3545","SS3573",112,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"C2",271.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1467","GH_0978","CRA167","CRA74",100,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"C3",978.07,"2/27/19","I-34",4,NA,6,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1468","GH_0907","CRA47","CRA25",91,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"C4",907.07,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1469","GH_0255","SS3457","SS3499",89,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"C5",255.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1470","GH_1053","CRA181","CRA114",107,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"C6",1053.07,"2/27/19","I-34",4,NA,6,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1471","GH_0277","SS3551","SS3564",115,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"C7",277.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1472","GH_0165","SS3474","SS3397",78,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"C8",165.07,"2/27/19","I-34",2,4,NA,NA,0,0,0,0,0,0.142857142857143,1,"#FEF0A5",45
"1473","GH_1120","WAW37","WAW43",141,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"C9",1120.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1474","GH_0962","CRA14","CRA104",98,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"C10",962.07,"2/27/19","I-34",4,4,NA,NA,0,0,0,0,0,0,1,"#FEF0A5",45
"1475","GH_0134","SS3350","SS3325",75,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"C11",134.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1476","GH_1122","WAW76","WAW55",142,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"C12",1122.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1477","GH_0300","SS3547","SS3593",124,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"D1",300.07,"2/27/19","I-34",4,2,2,NA,0,0,0,0,0,0,1,"#FEF0A5",45
"1478","GH_0297","SS3595","SS3593",123,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"D2",297.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1479","GH_1080","WAW4","WAW66",129,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"D3",1080.07,"2/27/19","I-34",4,4,2,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1480","GH_0950","CRA78","CRA6",96,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"D4",950.07,"2/27/19","I-34",4,5,1,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1481","GH_1049","CRA197","CRA131",106,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"D5",1049.07,"2/27/19","I-34",4,1,5,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1482","GH_0233","SS3411","SS3368",87,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"D6",233.07,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1483","GH_0293","SS3546","SS3555",122,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"D7",293.07,"2/27/19","I-34",6,4,2,"GE",0,0,0,0,0,0,1,"#FEF0A5",45
"1484","GH_0301","SS3558","SS3554",125,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"D8",301.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1485","GH_0998","CRA170","CRA75",101,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"D9",998.07,"2/27/19","I-34",0,2,NA,NA,0,1,0,1,0,NA,1,"#FEF0A5",45
"1486","GH_1013","CRA66","CRA53",102,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"D10",1013.07,"2/27/19","I-34",4,5,1,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1487","GH_0222","SS3442","SS3501",86,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"D11",222.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1488","GH_1019","CRA154","CRA2",103,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"D12",1019.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1489","GH_0274","SS3590","SS3573",113,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"E1",274.07,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1490","GH_1101","WAW69","WAW36",135,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"E2",1101.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1491","GH_0936","CRA43","CRA15",95,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"E3",936.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1492","GH_0912","CRA190","CRA19",92,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"E4",912.07,"2/27/19","I-34",6,4,2,"GE",0,0,0,0,0,0,1,"#FEF0A5",45
"1493","GH_1093","WAW50","WAW11",132,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"E5",1093.07,"2/27/19","I-34",4,NA,6,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1494","GH_0969","CRA37","CRA126",99,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"E6",969.07,"2/27/19","I-34",4,1,3,NA,0,0,0,0,0,0,1,"#FEF0A5",45
"1495","GH_1078","WAW44","WAW66",128,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"E7",1078.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1496","GH_1119","WAW41","WAW43",140,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"E8",1119.07,"2/27/19","I-34",4,NA,6,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1497","GH_1095","WAW40","WAW11",133,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"E9",1095.07,"2/27/19","I-34",6,4,2,"GE",0,0,0,0,0,0,1,"#FEF0A5",45
"1498","GH_1089","WAW65","WAW73",131,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"E10",1089.07,"2/27/19","I-34",6,5,3,NA,0,0,0,0,0,0.0476190476190476,1,"#FEF0A5",45
"1499","GH_0275","SS3567","SS3573",114,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"E11",275.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1500","GH_0268","SS3596","SS3550",110,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"E12",268.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1501","GH_0286","SS3584","SS3577",118,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"F1",286.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1502","GH_0959","CRA165","CRA120",97,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"F2",959.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1503","GH_1070","CRA73","CRA18",108,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"F3",1070.07,"2/27/19","I-34",2,4,NA,"GE",0,0,0,0,0,0.142857142857143,1,"#FEF0A5",45
"1504","GH_0290","SS3585","SS3577",120,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"F4",290.07,"2/27/19","I-34",4,4,2,"GE",0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1505","GH_1102","WAW39","WAW36",136,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"F5",1102.07,"2/27/19","I-34",NA,NA,0,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1506","GH_0927","CRA38","CRA102",94,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,21,0.07,"F6",927.07,"2/27/19","I-34",4,NA,6,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1507","GH_0266","SS3586","SS3550",109,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"F7",266.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1508","GH_0179","SS3418","SS3504",81,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"F8",179.07,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1509","GH_0284","SS3556","SS3544",117,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,21,0.07,"F9",284.07,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1510","GH_0173","SS3412","SS3425",80,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"F10",173.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1511","GH_1076","WAW51","WAW66",127,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,21,0.07,"F11",1076.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1512","GH_0257","SS3473","SS3322",90,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,21,0.07,"F12",257.07,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1513","GH_1076","WAW51","WAW66",127,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"A1",1076.08,"2/27/19","I-34",4,2,2,NA,0,0,0,0,0,0,1,"#FEF0A5",45
"1514","GH_1100","WAW6","WAW7",134,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"A2",1100.08,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1515","GH_0302","SS3553","SS3554",126,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,22,0.08,"A3",302.08,"2/27/19","I-34",4,NA,6,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1516","GH_0274","SS3590","SS3573",113,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,22,0.08,"A4",274.08,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1517","GH_1082","WAW9","WAW15",130,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"A5",1082.08,"2/27/19","I-34",6,4,2,"GE",0,0,0,0,0,0,1,"#FEF0A5",45
"1518","GH_1112","WAW81","WAW67",139,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"A6",1112.08,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1519","GH_1119","WAW41","WAW43",140,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"A7",1119.08,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1520","GH_0301","SS3558","SS3554",125,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,22,0.08,"A8",301.08,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1521","GH_1124","WAW32","WAW55",143,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"A9",1124.08,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1522","GH_0233","SS3411","SS3368",87,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,22,0.08,"A10",233.08,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1523","GH_0281","SS3572","SS3544",116,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,22,0.08,"A11",281.08,"2/27/19","I-34",2,2,NA,NA,0,0,0,0,0,0,1,"#FEF0A5",45
"1524","GH_0215","SS3483","SS3387",85,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,22,0.08,"A12",215.08,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1525","GH_1053","CRA181","CRA114",107,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,22,0.08,"B1",1053.08,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1526","GH_0134","SS3350","SS3325",75,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,22,0.08,"B2",134.08,"2/27/19","I-34",2,2,NA,NA,0,0,0,0,0,0,1,"#FEF0A5",45
"1527","GH_1107","WAW8","WAW60",137,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"B3",1107.08,"2/27/19","I-34",6,5,1,NA,0,0,0,0,0,0,1,"#FEF0A5",45
"1528","GH_1042","CRA144","CRA3",105,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,22,0.08,"B4",1042.08,"2/27/19","I-34",4,4,NA,"Stake put in, but plant still there",0,0,0,0,0,0,1,"#FEF0A5",45
"1529","GH_0146","SS3339","SS3321",76,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,22,0.08,"B5",146.08,"2/27/19","I-34",6,7,1,NA,0,0,0,0,0,0.0476190476190476,1,"#FEF0A5",45
"1530","GH_0222","SS3442","SS3501",86,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,22,0.08,"B6",222.08,"2/27/19","I-34",4,4,NA,"GE",0,0,0,0,0,0,1,"#FEF0A5",45
"1531","GH_0173","SS3412","SS3425",80,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,22,0.08,"B7",173.08,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1532","GH_1102","WAW39","WAW36",136,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"B8",1102.08,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1533","GH_0912","CRA190","CRA19",92,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,22,0.08,"B9",912.08,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1534","GH_1078","WAW44","WAW66",128,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"B10",1078.08,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1535","GH_0159","SS3491","SS3454",77,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,22,0.08,"B11",159.08,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1536","GH_0925","CRA10","CRA42",93,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,22,0.08,"B12",925.08,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1537","GH_0266","SS3586","SS3550",109,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,22,0.08,"C1",266.08,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
"1538","GH_1019","CRA154","CRA2",103,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,22,0.08,"C2",1019.08,"2/27/19","I-34",6,1,5,"GE",0,0,0,0,0,0,1,"#FEF0A5",45
"1539","GH_0978","CRA167","CRA74",100,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,22,0.08,"C3",978.08,"2/27/19","I-34",6,6,NA,NA,0,0,0,0,0,0,1,"#FEF0A5",45
"1540","GH_0275","SS3567","SS3573",114,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,22,0.08,"C4",275.08,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1541","GH_1095","WAW40","WAW11",133,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"C5",1095.08,"2/27/19","I-34",6,4,4,NA,0,0,0,0,0,0.0476190476190476,1,"#FEF0A5",45
"1542","GH_1125","WAW53","WAW55",144,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"C6",1125.08,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1543","GH_0927","CRA38","CRA102",94,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,22,0.08,"C7",927.08,"2/27/19","I-34",6,6,2,NA,0,0,0,0,0,0.0476190476190476,1,"#FEF0A5",45
"1544","GH_0255","SS3457","SS3499",89,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,22,0.08,"C8",255.08,"2/27/19","I-34",6,6,2,NA,0,0,0,0,0,0.0476190476190476,1,"#FEF0A5",45
"1545","GH_0998","CRA170","CRA75",101,"C1",3,2017,"C1 2017",6,"C",2,"45.3",7,1,4,22,0.08,"C9",998.08,"2/27/19","I-34",0,0,NA,NA,0,1,0,1,0,NA,1,"#FEF0A5",45
"1546","GH_0257","SS3473","SS3322",90,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,22,0.08,"C10",257.08,"2/27/19","I-34",6,4,2,NA,0,0,0,0,0,0,1,"#FEF0A5",45
"1547","GH_0277","SS3551","SS3564",115,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,22,0.08,"C11",277.08,"2/27/19","I-34",6,6,2,NA,0,0,0,0,0,0.0476190476190476,1,"#FEF0A5",45
"1548","GH_0286","SS3584","SS3577",118,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,22,0.08,"C12",286.08,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1549","GH_0197","SS3361","SS3357",83,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,22,0.08,"D1",197.08,"2/27/19","I-34",2,NA,4,NA,0,0,0,0,0,0.142857142857143,1,"#FEF0A5",45
"1550","GH_0250","SS3445","SS3363",88,"C1",3,2010,"C1 2010",5,"C",2,"45.3",7,1,4,22,0.08,"D2",250.08,"2/27/19","I-34",4,4,2,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1551","GH_0300","SS3547","SS3593",124,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,22,0.08,"D3",300.08,"2/27/19","I-34",4,4,2,NA,0,0,0,0,0,0.0714285714285714,1,"#FEF0A5",45
"1552","GH_0297","SS3595","SS3593",123,"C2",4,2010,"C2 2010",7,"C",2,"45.3",7,1,4,22,0.08,"D4",297.08,"2/27/19","I-34",4,NA,4,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1553","GH_1080","WAW4","WAW66",129,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"D5",1080.08,"2/27/19","I-34",6,NA,6,NA,0,0,0,0,0,0,0,"#FEF0A5",45
"1554","GH_1089","WAW65","WAW73",131,"C2",4,2017,"C2 2017",8,"C",2,"45.3",7,1,4,22,0.08,"D6",1089.08,"2/27/19","I-34",NA,NA,NA,NA,1,0,0,1,0,NA,NA,"#FEF0A5",45
