"","FamID","daytimeTemp","RGR","Fam.ord","Group.ord"
"1","GH_0002",-17.5218404193361,0.0675952679106745,"1","1"
"2","GH_0002",-12.5218404193361,0.479311899730238,"1","1"
"3","GH_0002",-7.52184041933605,0.866220840633088,"1","1"
"4","GH_0002",-2.52184041933605,1.16414072512828,"1","1"
"5","GH_0002",2.47815958066395,1.39696887015394,"1","1"
"6","GH_0002",7.47815958066395,2.20811208508204,"1","1"
"7","GH_0002",12.4781595806639,0.826505775816884,"1","1"
"8","GH_0002",17.4781595806639,0.0150211706468166,"1","1"
"9","GH_0003",-17.5218404193361,0,"2","1"
"10","GH_0003",-12.5218404193361,0.270381071642698,"2","1"
"11","GH_0003",-7.52184041933605,0.825481605090965,"2","1"
"12","GH_0003",-2.52184041933605,1.66734994179664,"2","1"
"13","GH_0003",2.47815958066395,1.53215940597529,"2","1"
"14","GH_0003",7.47815958066395,1.93773101343934,"2","1"
"15","GH_0003",12.4781595806639,0.574559777240733,"2","1"
"16","GH_0003",17.4781595806639,0,"2","1"
"17","GH_0007",-17.5218404193361,0.135190535821349,"3","1"
"18","GH_0007",-12.5218404193361,0.493552749823973,"3","1"
"19","GH_0007",-7.52184041933605,0.797123455657733,"3","1"
"20","GH_0007",-2.52184041933605,1.22744422999701,"3","1"
"21","GH_0007",2.47815958066395,0.861213783750817,"3","1"
"22","GH_0007",7.47815958066395,1.17165131045169,"3","1"
"23","GH_0007",12.4781595806639,1.15716661018512,"3","1"
"24","GH_0007",17.4781595806639,0,"3","1"
"25","GH_0009",-17.5218404193361,0,"4","1"
"26","GH_0009",-12.5218404193361,0.120169365174532,"4","1"
"27","GH_0009",-7.52184041933605,1.05899253060057,"4","1"
"28","GH_0009",-2.52184041933605,1.65833723940855,"4","1"
"29","GH_0009",2.47815958066395,0.901270238808993,"4","1"
"30","GH_0009",7.47815958066395,2.77140598433766,"4","1"
"31","GH_0009",12.4781595806639,1.01392901866012,"4","1"
"32","GH_0009",17.4781595806639,0.101392901866012,"4","1"
"33","GH_0010",-2.52184041933605,2.16304857314158,"5","1"
"34","GH_0010",7.47815958066395,1.62228642985619,"5","1"
"35","GH_0010",12.4781595806639,1.44203238209439,"5","1"
"36","GH_0018",-17.5218404193361,0.270381071642698,"6","1"
"37","GH_0018",-12.5218404193361,0,"6","1"
"38","GH_0018",-7.52184041933605,1.44203238209439,"6","1"
"39","GH_0018",-2.52184041933605,0.499165055340366,"6","1"
"40","GH_0018",2.47815958066395,1.35190535821349,"6","1"
"41","GH_0018",7.47815958066395,0.540762143285397,"6","1"
"42","GH_0018",12.4781595806639,1.08152428657079,"6","1"
"43","GH_0018",17.4781595806639,0.135190535821349,"6","1"
"44","GH_0020",-17.5218404193361,0.135190535821349,"7","1"
"45","GH_0020",-12.5218404193361,0.127679950497941,"7","1"
"46","GH_0020",-7.52184041933605,0.811143214928093,"7","1"
"47","GH_0020",-2.52184041933605,1.35190535821349,"7","1"
"48","GH_0020",2.47815958066395,0.811143214928095,"7","1"
"49","GH_0020",7.47815958066395,1.89266750149889,"7","1"
"50","GH_0020",12.4781595806639,0.766079702987645,"7","1"
"51","GH_0020",17.4781595806639,0.386258673775283,"7","1"
"52","GH_0023",-17.5218404193361,0.135190535821349,"8","1"
"53","GH_0023",-7.52184041933605,0.405571607464047,"8","1"
"54","GH_0023",-2.52184041933605,0.751058532340828,"8","1"
"55","GH_0023",2.47815958066395,2.34330262090338,"8","1"
"56","GH_0023",7.47815958066395,1.39696887015394,"8","1"
"57","GH_0023",12.4781595806639,1.26177833433259,"8","1"
"58","GH_0023",17.4781595806639,0,"8","1"
"59","GH_0026",-17.5218404193361,0.0337976339553372,"9","1"
"60","GH_0026",-12.5218404193361,0,"9","1"
"61","GH_0026",-7.52184041933605,0.878738482838768,"9","1"
"62","GH_0026",-2.52184041933605,1.48258954284079,"9","1"
"63","GH_0026",2.47815958066395,1.80254047761799,"9","1"
"64","GH_0026",7.47815958066395,0.540762143285397,"9","1"
"65","GH_0026",12.4781595806639,1.03646077463034,"9","1"
"66","GH_0026",17.4781595806639,0,"9","1"
"67","GH_0027",-17.5218404193361,0,"10","1"
"68","GH_0027",-12.5218404193361,0.154503469510113,"10","1"
"69","GH_0027",-7.52184041933605,0.583679773704872,"10","1"
"70","GH_0027",-2.52184041933605,0.901270238808995,"10","1"
"71","GH_0027",2.47815958066395,1.44203238209439,"10","1"
"72","GH_0027",7.47815958066395,1.13560050089933,"10","1"
"73","GH_0027",12.4781595806639,0.518230387315172,"10","1"
"74","GH_0027",17.4781595806639,0.154503469510113,"10","1"
"75","GH_0029",-17.5218404193361,0,"11","1"
"76","GH_0029",-12.5218404193361,0,"11","1"
"77","GH_0029",-7.52184041933605,0.450635119404497,"11","1"
"78","GH_0029",-2.52184041933605,0.405571607464047,"11","1"
"79","GH_0029",2.47815958066395,1.08152428657079,"11","1"
"80","GH_0029",7.47815958066395,1.26177833433259,"11","1"
"81","GH_0029",12.4781595806639,0.991397262689893,"11","1"
"82","GH_0029",17.4781595806639,0.270381071642698,"11","1"
"83","GH_0030",-17.5218404193361,0,"12","1"
"84","GH_0030",-12.5218404193361,0.420592778110864,"12","1"
"85","GH_0030",-7.52184041933605,0.940325282490717,"12","1"
"86","GH_0030",-2.52184041933605,1.29557596828793,"12","1"
"87","GH_0030",2.47815958066395,1.47207472338802,"12","1"
"88","GH_0030",7.47815958066395,1.35190535821349,"12","1"
"89","GH_0030",12.4781595806639,1.04547347701843,"12","1"
"90","GH_0030",17.4781595806639,0.300423412936331,"12","1"
