"","X","FamID","daytimeTemp","RGR","Group","Group.ord"
"1",1,"GH_0002",-17.5218404193361,0.0675952679106745,"N1 2010","1"
"2",2,"GH_0002",-12.5218404193361,0.479311899730238,"N1 2010","1"
"3",3,"GH_0002",-7.52184041933605,0.866220840633088,"N1 2010","1"
"4",4,"GH_0002",-2.52184041933605,1.16414072512828,"N1 2010","1"
"5",5,"GH_0002",2.47815958066395,1.39696887015394,"N1 2010","1"
"6",6,"GH_0002",7.47815958066395,2.20811208508204,"N1 2010","1"
"7",7,"GH_0002",12.4781595806639,0.826505775816884,"N1 2010","1"
"8",8,"GH_0002",17.4781595806639,0.0150211706468166,"N1 2010","1"
"9",9,"GH_0003",-17.5218404193361,0,"N1 2010","1"
"10",10,"GH_0003",-12.5218404193361,0.270381071642698,"N1 2010","1"
"11",11,"GH_0003",-7.52184041933605,0.825481605090965,"N1 2010","1"
"12",12,"GH_0003",-2.52184041933605,1.66734994179664,"N1 2010","1"
"13",13,"GH_0003",2.47815958066395,1.53215940597529,"N1 2010","1"
"14",14,"GH_0003",7.47815958066395,1.93773101343934,"N1 2010","1"
"15",15,"GH_0003",12.4781595806639,0.574559777240733,"N1 2010","1"
"16",16,"GH_0003",17.4781595806639,0,"N1 2010","1"
"17",17,"GH_0007",-17.5218404193361,0.135190535821349,"N1 2010","1"
"18",18,"GH_0007",-12.5218404193361,0.493552749823973,"N1 2010","1"
"19",19,"GH_0007",-7.52184041933605,0.797123455657733,"N1 2010","1"
"20",20,"GH_0007",-2.52184041933605,1.22744422999701,"N1 2010","1"
"21",21,"GH_0007",2.47815958066395,0.861213783750817,"N1 2010","1"
"22",22,"GH_0007",7.47815958066395,1.17165131045169,"N1 2010","1"
"23",23,"GH_0007",12.4781595806639,1.15716661018512,"N1 2010","1"
"24",24,"GH_0007",17.4781595806639,0,"N1 2010","1"
"25",25,"GH_0009",-17.5218404193361,0,"N1 2010","1"
"26",26,"GH_0009",-12.5218404193361,0.120169365174532,"N1 2010","1"
"27",27,"GH_0009",-7.52184041933605,1.05899253060057,"N1 2010","1"
"28",28,"GH_0009",-2.52184041933605,1.65833723940855,"N1 2010","1"
"29",29,"GH_0009",2.47815958066395,0.901270238808993,"N1 2010","1"
"30",30,"GH_0009",7.47815958066395,2.77140598433766,"N1 2010","1"
"31",31,"GH_0009",12.4781595806639,1.01392901866012,"N1 2010","1"
"32",32,"GH_0009",17.4781595806639,0.101392901866012,"N1 2010","1"
"33",33,"GH_0010",-2.52184041933605,2.16304857314158,"N1 2010","1"
"34",34,"GH_0010",7.47815958066395,1.62228642985619,"N1 2010","1"
"35",35,"GH_0010",12.4781595806639,1.44203238209439,"N1 2010","1"
"36",36,"GH_0018",-17.5218404193361,0.270381071642698,"N1 2010","1"
"37",37,"GH_0018",-12.5218404193361,0,"N1 2010","1"
"38",38,"GH_0018",-7.52184041933605,1.44203238209439,"N1 2010","1"
"39",39,"GH_0018",-2.52184041933605,0.499165055340366,"N1 2010","1"
"40",40,"GH_0018",2.47815958066395,1.35190535821349,"N1 2010","1"
"41",41,"GH_0018",7.47815958066395,0.540762143285397,"N1 2010","1"
"42",42,"GH_0018",12.4781595806639,1.08152428657079,"N1 2010","1"
"43",43,"GH_0018",17.4781595806639,0.135190535821349,"N1 2010","1"
"44",44,"GH_0020",-17.5218404193361,0.135190535821349,"N1 2010","1"
"45",45,"GH_0020",-12.5218404193361,0.127679950497941,"N1 2010","1"
"46",46,"GH_0020",-7.52184041933605,0.811143214928093,"N1 2010","1"
"47",47,"GH_0020",-2.52184041933605,1.35190535821349,"N1 2010","1"
"48",48,"GH_0020",2.47815958066395,0.811143214928095,"N1 2010","1"
"49",49,"GH_0020",7.47815958066395,1.89266750149889,"N1 2010","1"
"50",50,"GH_0020",12.4781595806639,0.766079702987645,"N1 2010","1"
"51",51,"GH_0020",17.4781595806639,0.386258673775283,"N1 2010","1"
"52",52,"GH_0023",-17.5218404193361,0.135190535821349,"N1 2010","1"
"53",53,"GH_0023",-7.52184041933605,0.405571607464047,"N1 2010","1"
"54",54,"GH_0023",-2.52184041933605,0.751058532340828,"N1 2010","1"
"55",55,"GH_0023",2.47815958066395,2.34330262090338,"N1 2010","1"
"56",56,"GH_0023",7.47815958066395,1.39696887015394,"N1 2010","1"
"57",57,"GH_0023",12.4781595806639,1.26177833433259,"N1 2010","1"
"58",58,"GH_0023",17.4781595806639,0,"N1 2010","1"
"59",59,"GH_0026",-17.5218404193361,0.0337976339553372,"N1 2010","1"
"60",60,"GH_0026",-12.5218404193361,0,"N1 2010","1"
"61",61,"GH_0026",-7.52184041933605,0.878738482838768,"N1 2010","1"
"62",62,"GH_0026",-2.52184041933605,1.48258954284079,"N1 2010","1"
"63",63,"GH_0026",2.47815958066395,1.80254047761799,"N1 2010","1"
"64",64,"GH_0026",7.47815958066395,0.540762143285397,"N1 2010","1"
"65",65,"GH_0026",12.4781595806639,1.03646077463034,"N1 2010","1"
"66",66,"GH_0026",17.4781595806639,0,"N1 2010","1"
"67",67,"GH_0027",-17.5218404193361,0,"N1 2010","1"
"68",68,"GH_0027",-12.5218404193361,0.154503469510113,"N1 2010","1"
"69",69,"GH_0027",-7.52184041933605,0.583679773704872,"N1 2010","1"
"70",70,"GH_0027",-2.52184041933605,0.901270238808995,"N1 2010","1"
"71",71,"GH_0027",2.47815958066395,1.44203238209439,"N1 2010","1"
"72",72,"GH_0027",7.47815958066395,1.13560050089933,"N1 2010","1"
"73",73,"GH_0027",12.4781595806639,0.518230387315172,"N1 2010","1"
"74",74,"GH_0027",17.4781595806639,0.154503469510113,"N1 2010","1"
"75",75,"GH_0029",-17.5218404193361,0,"N1 2010","1"
"76",76,"GH_0029",-12.5218404193361,0,"N1 2010","1"
"77",77,"GH_0029",-7.52184041933605,0.450635119404497,"N1 2010","1"
"78",78,"GH_0029",-2.52184041933605,0.405571607464047,"N1 2010","1"
"79",79,"GH_0029",2.47815958066395,1.08152428657079,"N1 2010","1"
"80",80,"GH_0029",7.47815958066395,1.26177833433259,"N1 2010","1"
"81",81,"GH_0029",12.4781595806639,0.991397262689893,"N1 2010","1"
"82",82,"GH_0029",17.4781595806639,0.270381071642698,"N1 2010","1"
"83",83,"GH_0030",-17.5218404193361,0,"N1 2010","1"
"84",84,"GH_0030",-12.5218404193361,0.420592778110864,"N1 2010","1"
"85",85,"GH_0030",-7.52184041933605,0.940325282490717,"N1 2010","1"
"86",86,"GH_0030",-2.52184041933605,1.29557596828793,"N1 2010","1"
"87",87,"GH_0030",2.47815958066395,1.47207472338802,"N1 2010","1"
"88",88,"GH_0030",7.47815958066395,1.35190535821349,"N1 2010","1"
"89",89,"GH_0030",12.4781595806639,1.04547347701843,"N1 2010","1"
"90",90,"GH_0030",17.4781595806639,0.300423412936331,"N1 2010","1"
"91",91,"GH_0031",-17.5218404193361,0.0337976339553372,"N1 2010","1"
"92",92,"GH_0031",-12.5218404193361,0.396558905075958,"N1 2010","1"
"93",93,"GH_0031",-7.52184041933605,0.549774845673487,"N1 2010","1"
"94",94,"GH_0031",-2.52184041933605,1.47019707705717,"N1 2010","1"
"95",95,"GH_0031",2.47815958066395,1.46138658273548,"N1 2010","1"
"96",96,"GH_0031",7.47815958066395,1.08152428657079,"N1 2010","1"
"97",97,"GH_0031",12.4781595806639,0.784105107763825,"N1 2010","1"
"98",98,"GH_0031",17.4781595806639,0.108152428657079,"N1 2010","1"
"99",99,"GH_0032",-17.5218404193361,0,"N1 2010","1"
"100",100,"GH_0032",-12.5218404193361,0.240338730349065,"N1 2010","1"
