"","X","FamID","daytimeTemp","RGR","Group","Group.ord"
"101",101,"GH_0032",-7.52184041933605,0.885498009629837,"N1 2010","1"
"102",102,"GH_0032",-2.52184041933605,1.11156662786443,"N1 2010","1"
"103",103,"GH_0032",2.47815958066395,1.58848879590085,"N1 2010","1"
"104",104,"GH_0032",7.47815958066395,2.29823910896293,"N1 2010","1"
"105",105,"GH_0032",12.4781595806639,1.50211706468166,"N1 2010","1"
"106",106,"GH_0032",17.4781595806639,0.450635119404497,"N1 2010","1"
"107",107,"GH_0034",-17.5218404193361,0,"N1 2010","1"
"108",108,"GH_0034",-12.5218404193361,0.386258673775285,"N1 2010","1"
"109",109,"GH_0034",-7.52184041933605,0.973371857913713,"N1 2010","1"
"110",110,"GH_0034",-2.52184041933605,1.52089352799018,"N1 2010","1"
"111",111,"GH_0034",7.47815958066395,1.35190535821349,"N1 2010","1"
"112",112,"GH_0034",12.4781595806639,1.31435243159645,"N1 2010","1"
"113",113,"GH_0034",17.4781595806639,0.229823910896293,"N1 2010","1"
"114",114,"GH_0035",-17.5218404193361,0.0675952679106745,"N1 2010","1"
"115",115,"GH_0035",-12.5218404193361,0.450635119404497,"N1 2010","1"
"116",116,"GH_0035",-7.52184041933605,0.841185556221728,"N1 2010","1"
"117",117,"GH_0035",-2.52184041933605,1.68988169776686,"N1 2010","1"
"118",118,"GH_0035",2.47815958066395,1.03646077463034,"N1 2010","1"
"119",119,"GH_0035",7.47815958066395,2.02785803732024,"N1 2010","1"
"120",120,"GH_0035",12.4781595806639,0.84274619732789,"N1 2010","1"
"121",121,"GH_0035",17.4781595806639,0,"N1 2010","1"
"122",122,"GH_0039",-17.5218404193361,0,"N1 2010","1"
"123",123,"GH_0039",-12.5218404193361,0.253482254665029,"N1 2010","1"
"124",124,"GH_0039",-7.52184041933605,1.62228642985619,"N1 2010","1"
"125",125,"GH_0039",-2.52184041933605,1.22081150529582,"N1 2010","1"
"126",126,"GH_0039",2.47815958066395,0.919295643585174,"N1 2010","1"
"127",127,"GH_0039",7.47815958066395,2.43342964478428,"N1 2010","1"
"128",128,"GH_0039",12.4781595806639,0.540762143285397,"N1 2010","1"
"129",129,"GH_0039",17.4781595806639,0.049160194844127,"N1 2010","1"
"130",130,"GH_0040",-17.5218404193361,0,"N1 2010","1"
"131",131,"GH_0040",-12.5218404193361,0.540762143285397,"N1 2010","1"
"132",132,"GH_0040",-7.52184041933605,0.935067872764331,"N1 2010","1"
"133",133,"GH_0040",-2.52184041933605,1.12658779851124,"N1 2010","1"
"134",134,"GH_0040",2.47815958066395,1.20169365174533,"N1 2010","1"
"135",135,"GH_0040",7.47815958066395,1.41950062612417,"N1 2010","1"
"136",136,"GH_0040",12.4781595806639,1.44203238209439,"N1 2010","1"
"137",137,"GH_0040",17.4781595806639,0.119096424414046,"N1 2010","1"
"138",138,"GH_0043",-17.5218404193361,0,"N2 2010","3"
"139",139,"GH_0043",-12.5218404193361,0,"N2 2010","3"
"140",140,"GH_0043",-7.52184041933605,0.910282941197083,"N2 2010","3"
"141",141,"GH_0043",-2.52184041933605,1.33259242452473,"N2 2010","3"
"142",142,"GH_0043",2.47815958066395,1.21671482239214,"N2 2010","3"
"143",143,"GH_0043",7.47815958066395,1.35190535821349,"N2 2010","3"
"144",144,"GH_0043",12.4781595806639,0.991397262689893,"N2 2010","3"
"145",145,"GH_0043",17.4781595806639,0.225317559702249,"N2 2010","3"
"146",146,"GH_0046",-17.5218404193361,0.0193129336887641,"N2 2010","3"
"147",147,"GH_0046",-12.5218404193361,0.23175520426517,"N2 2010","3"
"148",148,"GH_0046",-7.52184041933605,0.878738482838768,"N2 2010","3"
"149",149,"GH_0046",-2.52184041933605,1.20169365174533,"N2 2010","3"
"150",150,"GH_0046",2.47815958066395,0.980131384704781,"N2 2010","3"
"151",151,"GH_0046",7.47815958066395,2.16304857314158,"N2 2010","3"
"152",152,"GH_0046",12.4781595806639,1.08152428657079,"N2 2010","3"
"153",153,"GH_0046",17.4781595806639,0.120169365174532,"N2 2010","3"
"154",154,"GH_0052",-17.5218404193361,0,"N2 2010","3"
"155",155,"GH_0052",-12.5218404193361,0.0772517347550565,"N2 2010","3"
"156",156,"GH_0052",-7.52184041933605,0.985388794431167,"N2 2010","3"
"157",157,"GH_0052",-2.52184041933605,0.974230210522103,"N2 2010","3"
"158",158,"GH_0052",2.47815958066395,1.39696887015394,"N2 2010","3"
"159",159,"GH_0052",7.47815958066395,0.540762143285397,"N2 2010","3"
"160",160,"GH_0052",12.4781595806639,1.35190535821349,"N2 2010","3"
"161",161,"GH_0052",17.4781595806639,0.0901270238808993,"N2 2010","3"
"162",162,"GH_0057",-17.5218404193361,0,"N2 2010","3"
"163",163,"GH_0057",-12.5218404193361,0.0772517347550567,"N2 2010","3"
"164",164,"GH_0057",-7.52184041933605,0.844940848883432,"N2 2010","3"
"165",165,"GH_0057",-2.52184041933605,1.38194769950712,"N2 2010","3"
"166",166,"GH_0057",2.47815958066395,1.57466249110094,"N2 2010","3"
"167",167,"GH_0057",7.47815958066395,1.93773101343934,"N2 2010","3"
"168",168,"GH_0057",12.4781595806639,1.25534068976967,"N2 2010","3"
"169",169,"GH_0057",17.4781595806639,0.0675952679106745,"N2 2010","3"
"170",170,"GH_0062",-17.5218404193361,0,"N2 2010","3"
"171",171,"GH_0062",-12.5218404193361,0.280520361829299,"N2 2010","3"
"172",172,"GH_0062",-7.52184041933605,0.991397262689893,"N2 2010","3"
"173",173,"GH_0062",-2.52184041933605,0.890004360823881,"N2 2010","3"
"174",174,"GH_0062",2.47815958066395,1.91519925746911,"N2 2010","3"
"175",175,"GH_0062",7.47815958066395,1.76567033148489,"N2 2010","3"
"176",176,"GH_0062",12.4781595806639,1.33961530950246,"N2 2010","3"
"177",177,"GH_0062",17.4781595806639,0.114707121302963,"N2 2010","3"
"178",178,"GH_0066",-17.5218404193361,0,"N2 2010","3"
"179",179,"GH_0066",-12.5218404193361,0.281646949627811,"N2 2010","3"
"180",180,"GH_0066",-7.52184041933605,1.34514583142242,"N2 2010","3"
"181",181,"GH_0066",-2.52184041933605,1.42462147975376,"N2 2010","3"
"182",182,"GH_0066",2.47815958066395,1.48709589403484,"N2 2010","3"
"183",183,"GH_0066",7.47815958066395,1.53215940597529,"N2 2010","3"
"184",184,"GH_0066",12.4781595806639,1.31327949083596,"N2 2010","3"
"185",185,"GH_0066",17.4781595806639,0.184760398955844,"N2 2010","3"
"186",186,"GH_0068",-17.5218404193361,0.165232877114982,"N2 2010","3"
"187",187,"GH_0068",-12.5218404193361,0.180254047761799,"N2 2010","3"
"188",188,"GH_0068",-7.52184041933605,0.721016191047195,"N2 2010","3"
"189",189,"GH_0068",-2.52184041933605,0.967363389654986,"N2 2010","3"
"190",190,"GH_0068",2.47815958066395,1.71241345373709,"N2 2010","3"
"191",191,"GH_0068",7.47815958066395,1.08152428657079,"N2 2010","3"
"192",192,"GH_0068",12.4781595806639,0.540762143285397,"N2 2010","3"
"193",193,"GH_0068",17.4781595806639,0.540762143285397,"N2 2010","3"
"194",194,"GH_0074",-17.5218404193361,0,"N2 2010","3"
"195",195,"GH_0074",-12.5218404193361,0.574559777240734,"N2 2010","3"
"196",196,"GH_0074",-7.52184041933605,0.829168619704274,"N2 2010","3"
"197",197,"GH_0074",-2.52184041933605,1.05899253060057,"N2 2010","3"
"198",198,"GH_0074",2.47815958066395,1.50962765000507,"N2 2010","3"
"199",199,"GH_0074",7.47815958066395,1.36993076298967,"N2 2010","3"
"200",200,"GH_0074",12.4781595806639,1.94577806914299,"N2 2010","3"
"201",201,"GH_0074",17.4781595806639,0.315444583583148,"N2 2010","3"
"202",202,"GH_0075",-17.5218404193361,0,"N2 2010","3"
"203",203,"GH_0075",-12.5218404193361,0.466407348583654,"N2 2010","3"
"204",204,"GH_0075",-7.52184041933605,0.741044418576283,"N2 2010","3"
"205",205,"GH_0075",-2.52184041933605,1.27223950674734,"N2 2010","3"
"206",206,"GH_0075",2.47815958066395,1.62228642985619,"N2 2010","3"
"207",207,"GH_0075",7.47815958066395,0.901270238808995,"N2 2010","3"
"208",208,"GH_0075",12.4781595806639,1.85088133588138,"N2 2010","3"
"209",209,"GH_0075",17.4781595806639,0.225317559702248,"N2 2010","3"
"210",210,"GH_0083",-17.5218404193361,0,"N2 2010","3"
"211",211,"GH_0083",-12.5218404193361,0.344121363908889,"N2 2010","3"
"212",212,"GH_0083",-7.52184041933605,0.757067000599555,"N2 2010","3"
"213",213,"GH_0083",-2.52184041933605,1.45705355274121,"N2 2010","3"
"214",214,"GH_0083",2.47815958066395,0.811143214928093,"N2 2010","3"
"215",215,"GH_0083",7.47815958066395,1.35190535821349,"N2 2010","3"
"216",216,"GH_0083",12.4781595806639,0.675952679106746,"N2 2010","3"
"217",217,"GH_0083",17.4781595806639,0,"N2 2010","3"
"218",218,"GH_0087",-17.5218404193361,0,"N2 2010","3"
"219",219,"GH_0087",-12.5218404193361,0.540762143285397,"N2 2010","3"
"220",220,"GH_0087",-7.52184041933605,0.878738482838769,"N2 2010","3"
"221",221,"GH_0087",-2.52184041933605,1.24675716368578,"N2 2010","3"
"222",222,"GH_0087",2.47815958066395,1.58014911998979,"N2 2010","3"
"223",223,"GH_0087",7.47815958066395,0.956733022735702,"N2 2010","3"
"224",224,"GH_0087",12.4781595806639,1.51413400119911,"N2 2010","3"
"225",225,"GH_0087",17.4781595806639,0.0600846825872662,"N2 2010","3"
"226",226,"GH_0090",-17.5218404193361,0.0611576233477531,"N2 2010","3"
"227",227,"GH_0090",-12.5218404193361,0.377406912501266,"N2 2010","3"
"228",228,"GH_0090",-7.52184041933605,0.946333750749443,"N2 2010","3"
"229",229,"GH_0090",-2.52184041933605,1.06303669192856,"N2 2010","3"
"230",230,"GH_0090",2.47815958066395,1.23173599303896,"N2 2010","3"
"231",231,"GH_0090",7.47815958066395,1.62228642985619,"N2 2010","3"
"232",232,"GH_0090",12.4781595806639,1.05967531108451,"N2 2010","3"
"233",233,"GH_0090",17.4781595806639,0.0450635119404497,"N2 2010","3"
"234",234,"GH_0094",-17.5218404193361,0,"N2 2010","3"
"235",235,"GH_0094",-12.5218404193361,0.428103363434273,"N2 2010","3"
"236",236,"GH_0094",-7.52184041933605,0.690973849753561,"N2 2010","3"
"237",237,"GH_0094",-2.52184041933605,1.18452659957754,"N2 2010","3"
"238",238,"GH_0094",2.47815958066395,1.59224408856256,"N2 2010","3"
"239",239,"GH_0094",7.47815958066395,0.946333750749443,"N2 2010","3"
"240",240,"GH_0094",12.4781595806639,0.74354794701742,"N2 2010","3"
"241",241,"GH_0094",17.4781595806639,0,"N2 2010","3"
"242",242,"GH_0098",-17.5218404193361,0.0270381071642698,"N2 2010","3"
"243",243,"GH_0098",-12.5218404193361,0.484432753359835,"N2 2010","3"
"244",244,"GH_0098",-7.52184041933605,0.940325282490717,"N2 2010","3"
"245",245,"GH_0098",-2.52184041933605,1.2730442123177,"N2 2010","3"
"246",246,"GH_0098",2.47815958066395,1.01956195765267,"N2 2010","3"
"247",247,"GH_0098",7.47815958066395,0.270381071642698,"N2 2010","3"
"248",248,"GH_0098",12.4781595806639,1.40984415927978,"N2 2010","3"
"249",249,"GH_0098",17.4781595806639,0.196026276940956,"N2 2010","3"
"250",250,"GH_0102",-17.5218404193361,0,"N2 2010","3"
"251",251,"GH_0102",-12.5218404193361,0.383039851493822,"N2 2010","3"
"252",252,"GH_0102",-7.52184041933605,0.919295643585173,"N2 2010","3"
"253",253,"GH_0102",-2.52184041933605,1.04656592579275,"N2 2010","3"
"254",254,"GH_0102",2.47815958066395,1.57400409563428,"N2 2010","3"
"255",255,"GH_0102",7.47815958066395,1.50612271018747,"N2 2010","3"
"256",256,"GH_0102",12.4781595806639,1.16714495925765,"N2 2010","3"
"257",257,"GH_0102",17.4781595806639,0.168988169776686,"N2 2010","3"
"258",258,"GH_0103",-17.5218404193361,0.0270381071642698,"N2 2010","3"
"259",259,"GH_0103",-12.5218404193361,0.326710461568261,"N2 2010","3"
"260",260,"GH_0103",-7.52184041933605,1.1220814473172,"N2 2010","3"
"261",261,"GH_0103",-2.52184041933605,1.13960614640515,"N2 2010","3"
"262",262,"GH_0103",2.47815958066395,1.62453960545321,"N2 2010","3"
"263",263,"GH_0103",7.47815958066395,2.99221719284586,"N2 2010","3"
"264",264,"GH_0103",12.4781595806639,1.40769827775881,"N2 2010","3"
"265",265,"GH_0103",17.4781595806639,0.0716919508143518,"N2 2010","3"
"266",266,"GH_0108",-17.5218404193361,0.135190535821349,"N2 2010","3"
"267",267,"GH_0108",-12.5218404193361,0,"N2 2010","3"
"268",268,"GH_0108",-7.52184041933605,0.856206726868543,"N2 2010","3"
"269",269,"GH_0108",-2.52184041933605,1.14160896915806,"N2 2010","3"
"270",270,"GH_0108",2.47815958066395,1.46005778687057,"N2 2010","3"
"271",271,"GH_0108",7.47815958066395,0.675952679106746,"N2 2010","3"
"272",272,"GH_0108",12.4781595806639,1.27036186041649,"N2 2010","3"
"273",273,"GH_0108",17.4781595806639,0.145589807807607,"N2 2010","3"
"274",274,"GH_0114",-17.5218404193361,0.041844689658989,"N2 2010","3"
"275",275,"GH_0114",-12.5218404193361,0.309006939020227,"N2 2010","3"
"276",276,"GH_0114",-7.52184041933605,1.04096712582439,"N2 2010","3"
"277",277,"GH_0114",-2.52184041933605,1.38457640437032,"N2 2010","3"
"278",278,"GH_0114",2.47815958066395,1.75081985595906,"N2 2010","3"
"279",279,"GH_0114",7.47815958066395,0.977091385883402,"N2 2010","3"
"280",280,"GH_0114",12.4781595806639,1.60426102508001,"N2 2010","3"
"281",281,"GH_0114",17.4781595806639,0.049160194844127,"N2 2010","3"
"282",282,"GH_0122",-17.5218404193361,0.135190535821349,"C1 2010","5"
"283",283,"GH_0122",-12.5218404193361,0.636522106158851,"C1 2010","5"
"284",284,"GH_0122",-7.52184041933605,1.09654545721761,"C1 2010","5"
"285",285,"GH_0122",-2.52184041933605,1.7236793317222,"C1 2010","5"
"286",286,"GH_0122",2.47815958066395,1.92270984279252,"C1 2010","5"
"287",287,"GH_0122",7.47815958066395,2.18558032911181,"C1 2010","5"
"288",288,"GH_0122",12.4781595806639,1.79127459963287,"C1 2010","5"
"289",289,"GH_0122",17.4781595806639,0.135190535821349,"C1 2010","5"
"290",290,"GH_0127",-17.5218404193361,0,"C1 2010","5"
"291",291,"GH_0127",-12.5218404193361,0.811143214928093,"C1 2010","5"
"292",292,"GH_0127",-7.52184041933605,1.26177833433259,"C1 2010","5"
"293",293,"GH_0127",-2.52184041933605,1.62228642985619,"C1 2010","5"
"294",294,"GH_0127",2.47815958066395,1.80254047761799,"C1 2010","5"
"295",295,"GH_0127",7.47815958066395,2.38836613284383,"C1 2010","5"
"296",296,"GH_0127",12.4781595806639,1.30684184627304,"C1 2010","5"
"297",297,"GH_0127",17.4781595806639,0.135190535821349,"C1 2010","5"
"298",298,"GH_0134",-17.5218404193361,0.0450635119404497,"C1 2010","5"
"299",299,"GH_0134",-12.5218404193361,0.675952679106745,"C1 2010","5"
"300",300,"GH_0134",-7.52184041933605,1.37443711418372,"C1 2010","5"
"301",301,"GH_0134",-2.52184041933605,1.66734994179664,"C1 2010","5"
"302",302,"GH_0134",2.47815958066395,1.89266750149889,"C1 2010","5"
"303",303,"GH_0134",7.47815958066395,1.32186301691986,"C1 2010","5"
"304",304,"GH_0134",12.4781595806639,1.44203238209439,"C1 2010","5"
"305",305,"GH_0134",17.4781595806639,0.242216376679917,"C1 2010","5"
"306",306,"GH_0146",-17.5218404193361,0.120169365174532,"C1 2010","5"
"307",307,"GH_0146",-12.5218404193361,0.534753675026669,"C1 2010","5"
"308",308,"GH_0146",-7.52184041933605,0.923801994779218,"C1 2010","5"
"309",309,"GH_0146",-2.52184041933605,1.43076650410928,"C1 2010","5"
"310",310,"GH_0146",2.47815958066395,2.14051681717136,"C1 2010","5"
"311",311,"GH_0146",7.47815958066395,1.96026276940956,"C1 2010","5"
"312",312,"GH_0146",12.4781595806639,1.35190535821349,"C1 2010","5"
"313",313,"GH_0146",17.4781595806639,0.0901270238808993,"C1 2010","5"
"314",314,"GH_0159",-17.5218404193361,0,"C1 2010","5"
"315",315,"GH_0159",-12.5218404193361,0.648914571942475,"C1 2010","5"
"316",316,"GH_0159",-7.52184041933605,0.912536116794106,"C1 2010","5"
"317",317,"GH_0159",-2.52184041933605,1.09654545721761,"C1 2010","5"
"318",318,"GH_0159",2.47815958066395,1.44203238209439,"C1 2010","5"
"319",319,"GH_0159",7.47815958066395,1.71241345373709,"C1 2010","5"
"320",320,"GH_0159",12.4781595806639,1.2730442123177,"C1 2010","5"
"321",321,"GH_0159",17.4781595806639,0.292912827612923,"C1 2010","5"
"322",322,"GH_0165",-17.5218404193361,0.0946333750749443,"C1 2010","5"
"323",323,"GH_0165",-12.5218404193361,0.552028021270508,"C1 2010","5"
"324",324,"GH_0165",-7.52184041933605,1.39696887015394,"C1 2010","5"
"325",325,"GH_0165",-2.52184041933605,1.71241345373709,"C1 2010","5"
"326",326,"GH_0165",2.47815958066395,1.74245579503072,"C1 2010","5"
"327",327,"GH_0165",7.47815958066395,2.07292154926069,"C1 2010","5"
"328",328,"GH_0165",12.4781595806639,1.62228642985619,"C1 2010","5"
"329",329,"GH_0165",17.4781595806639,0.315444583583148,"C1 2010","5"
"330",330,"GH_0169",-17.5218404193361,0,"C1 2010","5"
"331",331,"GH_0169",-12.5218404193361,0.56329389925562,"C1 2010","5"
"332",332,"GH_0169",-7.52184041933605,1.14911955448147,"C1 2010","5"
"333",333,"GH_0169",-2.52184041933605,1.21671482239214,"C1 2010","5"
"334",334,"GH_0169",2.47815958066395,2.14051681717136,"C1 2010","5"
"335",335,"GH_0169",7.47815958066395,2.22313325572885,"C1 2010","5"
"336",336,"GH_0169",12.4781595806639,1.26177833433259,"C1 2010","5"
"337",337,"GH_0169",17.4781595806639,0.225317559702249,"C1 2010","5"
"338",338,"GH_0173",-17.5218404193361,0.0540762143285396,"C1 2010","5"
"339",339,"GH_0173",-12.5218404193361,0.766079702987644,"C1 2010","5"
"340",340,"GH_0173",-7.52184041933605,1.10405604254102,"C1 2010","5"
"341",341,"GH_0173",-2.52184041933605,1.7236793317222,"C1 2010","5"
"342",342,"GH_0173",2.47815958066395,1.64481818582641,"C1 2010","5"
"343",343,"GH_0173",7.47815958066395,1.73494520970731,"C1 2010","5"
"344",344,"GH_0173",12.4781595806639,0.856206726868544,"C1 2010","5"
"345",345,"GH_0173",17.4781595806639,0.112658779851124,"C1 2010","5"
"346",346,"GH_0179",-17.5218404193361,0.0540762143285396,"C1 2010","5"
"347",347,"GH_0179",-12.5218404193361,0.377406912501266,"C1 2010","5"
"348",348,"GH_0179",-7.52184041933605,1.03646077463034,"C1 2010","5"
"349",349,"GH_0179",-2.52184041933605,1.65232877114982,"C1 2010","5"
"350",350,"GH_0179",2.47815958066395,1.903933379484,"C1 2010","5"
"351",351,"GH_0179",7.47815958066395,2.36583437687361,"C1 2010","5"
"352",352,"GH_0179",12.4781595806639,1.26177833433259,"C1 2010","5"
"353",353,"GH_0179",17.4781595806639,0.0193129336887641,"C1 2010","5"
"354",354,"GH_0191",-17.5218404193361,0.0270381071642698,"C1 2010","5"
"355",355,"GH_0191",-12.5218404193361,0.349242217538485,"C1 2010","5"
"356",356,"GH_0191",-7.52184041933605,1.04772665261546,"C1 2010","5"
"357",357,"GH_0191",-2.52184041933605,1.44203238209439,"C1 2010","5"
"358",358,"GH_0191",2.47815958066395,1.71241345373709,"C1 2010","5"
"359",359,"GH_0191",7.47815958066395,1.89266750149889,"C1 2010","5"
"360",360,"GH_0191",12.4781595806639,1.21671482239214,"C1 2010","5"
"361",361,"GH_0191",17.4781595806639,0.0675952679106745,"C1 2010","5"
"362",362,"GH_0197",-17.5218404193361,0,"C1 2010","5"
"363",363,"GH_0197",-12.5218404193361,0.394305729478935,"C1 2010","5"
"364",364,"GH_0197",-7.52184041933605,1.03646077463034,"C1 2010","5"
"365",365,"GH_0197",-2.52184041933605,0.856206726868544,"C1 2010","5"
"366",366,"GH_0197",2.47815958066395,1.48709589403484,"C1 2010","5"
"367",367,"GH_0197",7.47815958066395,2.34330262090338,"C1 2010","5"
