"","species","x","lower","upper","mu","level"
"105","1",0.755750505050504,0.376655575734314,2.55583512905226,1.46624535239329,95
"106","1",0.755750505050504,1.0912807397413,1.84120996504528,1.46624535239329,50
"107","1",1.20377070707071,0.379121260455359,2.59739400844477,1.48825763445006,95
"108","1",1.20377070707071,1.10656637801372,1.86994889088641,1.48825763445006,50
"109","1",1.65179090909091,0.381172241711624,2.63456842522725,1.50787033346944,95
"110","1",1.65179090909091,1.12013549729363,1.89560516964525,1.50787033346944,50
"111","1",2.09981111111111,0.382847343583248,2.66706184761632,1.52495459559979,95
"112","1",2.09981111111111,1.13191694736435,1.91799224383522,1.52495459559979,50
"113","1",2.54783131313131,0.384182023820675,2.6945851321945,1.53938357800759,95
"114","1",2.54783131313131,1.1418397385005,1.93692741751467,1.53938357800759,50
"115","1",2.99585151515151,0.385207151020636,2.71685871748696,1.5510329342538,95
"116","1",2.99585151515151,1.1498329389949,1.9522329295127,1.5510329342538,50
"117","1",3.44387171717172,0.38594774815205,2.73361492365992,1.55978133590599,95
"118","1",3.44387171717172,1.15582558487124,1.96373708694073,1.55978133590599,50
"119","1",3.89189191919192,0.386421717344684,2.74460034874417,1.56551103304443,95
"120","1",3.89189191919192,1.15974660865792,1.97127545743094,1.56551103304443,50
"121","1",4.33991212121212,0.38663856319336,2.74957835016925,1.56810845668131,95
"122","1",4.33991212121212,1.16152479514026,1.97469211822235,1.56810845668131,50
"123","1",4.78793232323232,0.386598134316651,2.74833159875374,1.5674648665352,95
"124","1",4.78793232323232,1.1610887731419,1.97384095992849,1.5674648665352,50
"125","1",5.23595252525252,0.38628940554268,2.74066469066272,1.5634770481027,95
"126","1",5.23595252525252,1.15836705361954,1.96858704258586,1.5634770481027,50
"127","1",5.68397272727272,0.385689325877354,2.72640680124906,1.55604806356321,95
"128","1",5.68397272727272,1.15328812570303,1.95880800142338,1.55604806356321,50
"129","1",6.13199292929293,0.384761760344964,2.70541436318464,1.5450880617648,95
"130","1",6.13199292929293,1.14578062378947,1.94439549974013,1.5450880617648,50
"131","1",6.58001313131313,0.383456556881885,2.67757374991514,1.53051515339851,95
"132","1",6.58001313131313,1.13577358042704,1.92525672636998,1.53051515339851,50
"133","1",7.02803333333333,0.381708772718903,2.64280394430724,1.51225635851307,95
"134","1",7.02803333333333,1.12319678153006,1.90131593549608,1.51225635851307,50
"135","1",7.47605353535353,0.37943809811909,2.60105917148792,1.49024863480351,95
"136","1",7.47605353535353,1.10798124248748,1.87251602711953,1.49024863480351,50
"137","1",7.92407373737374,0.376548518966385,2.5523314744145,1.46443999669044,95
"138","1",7.92407373737374,1.09005982601463,1.83882016736625,1.46443999669044,50
"139","1",8.37209393939394,0.372928263557267,2.49665321080773,1.4347907371825,95
"140","1",8.37209393939394,1.0693680252207,1.8002134491443,1.4347907371825,50
"141","1",8.82011414141414,0.368450083083466,2.43409945091943,1.40127476700145,95
"142","1",8.82011414141414,1.04584493841933,1.75670459558356,1.40127476700145,50
"143","1",9.26813434343434,0.362971919783415,2.36479025744502,1.36388108861422,95
"144","1",9.26813434343434,1.01943446582993,1.7083277113985,1.36388108861422,50
"145","1",9.71615454545454,0.356338021699261,2.28889283207304,1.32261542688615,95
"146","1",9.71615454545454,0.990086762693596,1.65514409107871,1.32261542688615,50
"147","1",10.1641747474747,0.348380568579395,2.20662351815753,1.27750204336846,95
"148","1",10.1641747474747,0.957759988730987,1.59724409800594,1.27750204336846,50
"149","1",10.6121949494949,0.338921879979129,2.11824965646304,1.22858576822108,95
"150","1",10.6121949494949,0.922422400693894,1.53474913574827,1.22858576822108,50
"151","1",11.0602151515152,0.327777284439819,2.02409130180397,1.1759342931219,95
"152","1",11.0602151515152,0.884054843588399,1.46781374265539,1.1759342931219,50
"153","1",11.5082353535353,0.314758738394511,1.92452282404853,1.11964078122152,95
"154","1",11.5082353535353,0.842653707843691,1.39662785459935,1.11964078122152,50
"155","1",11.9562555555556,0.299679296131826,1.81997443942979,1.05982686778081,95
"156","1",11.9562555555556,0.798234435594359,1.32141929996726,1.05982686778081,50
"157","1",12.4042757575758,0.282358549298091,1.71093375054574,0.996646149921916,95
"158","1",12.4042757575758,0.750835681406607,1.24245661843722,0.996646149921916,50
"159","1",12.852295959596,0.262629178539412,1.59794742080316,0.930288299671287,95
"160","1",12.852295959596,0.700524264525481,1.16005233481709,0.930288299671287,50
"161","1",13.3003161616162,0.240344795147877,1.48162317947653,0.860983987312202,95
"162","1",13.3003161616162,0.647401096510742,1.07456687811366,0.860983987312202,50
"163","1",13.7483363636364,0.215389304112886,1.3626324607333,0.789010882423093,95
"164","1",13.7483363636364,0.591608339257317,0.986413425588868,0.789010882423093,50
"165","1",14.1963565656566,0.187688104449346,1.24171414810925,0.714701126279298,95
"166","1",14.1963565656566,0.533338160302357,0.896064092256239,0.714701126279298,50
"167","1",14.6443767676768,0.15722158153909,1.119680169698,0.638450875618546,95
"168","1",14.6443767676768,0.472843635428947,0.804058115808146,0.638450875618546,50
"169","1",15.092396969697,0.124041585289001,0.997424156048939,0.56073287066897,95
"170","1",15.092396969697,0.410452662301845,0.711013079036096,0.56073287066897,50
"171","1",15.5404171717172,0.0883505377867571,0.875935214697594,0.482113618621769,95
"172","1",15.5404171717172,0.346586317072225,0.617640920171313,0.482113618621769,50
"173","1",15.9884373737374,0.0514434641880597,0.756320505443689,0.403278021487197,95
"174","1",15.9884373737374,0.281784188595008,0.524771854379386,0.403278021487197,50
"175","1",16.4364575757576,0.0179930207734059,0.639843759065658,0.325066903654454,95
"176","1",16.4364575757576,0.216741564898989,0.433392242409918,0.325066903654454,50
"177","1",16.8844777777778,0.00118001226650151,0.527995188499433,0.248539194032226,95
"178","1",16.8844777777778,0.152368955504492,0.34470943255996,0.248539194032226,50
"179","1",17.332497979798,0,0.422632209296896,0.175088644708031,95
"180","1",17.332497979798,0.0899005502536461,0.260276739162416,0.175088644708031,50
"181","1",17.7805181818182,0,0.326326873174214,0.106717592895699,95
"182","1",17.7805181818182,0.0324484248149853,0.182292557417589,0.106717592895699,50
"183","1",18.2285383838384,0,0.245717117111141,0.0485452900570949,95
"184","1",18.2285383838384,0.0024468279672669,0.116398769725293,0.0485452900570949,50
"185","1",18.6765585858586,0,0.198548485315288,0.0141525939661872,95
"186","1",18.6765585858586,0,0.077609443007434,0.0141525939661872,50
"187","1",19.1245787878788,0,0.182354451807096,0.00231828847154782,95
"188","1",19.1245787878788,0,0.0642748079751199,0.00231828847154782,50
"189","1",19.572598989899,0,0.179471771412844,0.000210025040394261,95
"190","1",19.572598989899,0,0.0619000415326317,0.000210025040394261,50
"191","1",20.0206191919192,0,0.17919212892505,3.72991726534085e-06,95
"192","1",20.0206191919192,0,0.0616685051060598,3.72991726534085e-06,50
"193","1",20.4686393939394,0,0.179187058585983,0,95
"194","1",20.4686393939394,0,0.0616643139044173,0,50
"195","1",20.9166595959596,0,0.179187058585983,0,95
"196","1",20.9166595959596,0,0.0616643139044173,0,50
"197","1",21.3646797979798,0,0.179187058585983,0,95
"198","1",21.3646797979798,0,0.0616643139044173,0,50
"199","1",21.8127,0,0.179187058585983,0,95
"200","1",21.8127,0,0.0616643139044173,0,50
"201","10",-22.5413,0,0.121790608242437,0,95
"202","10",-22.5413,0,0.0419122583770066,0,50
"203","10",-22.0932797979798,0,0.121790608242437,0,95
"204","10",-22.0932797979798,0,0.0419122583770066,0,50
"205","10",-21.6452595959596,0,0.121790608242437,0,95
"206","10",-21.6452595959596,0,0.0419122583770066,0,50
"207","10",-21.1972393939394,0,0.121790608242437,0,95
"208","10",-21.1972393939394,0,0.0419122583770066,0,50
"209","10",-20.7492191919192,0,0.121790608242437,0,95
"210","10",-20.7492191919192,0,0.0419122583770066,0,50
"211","10",-20.301198989899,0,0.121790608242437,0,95
"212","10",-20.301198989899,0,0.0419122583770066,0,50
"213","10",-19.8531787878788,0,0.121790608242437,0,95
"214","10",-19.8531787878788,0,0.0419122583770066,0,50
"215","10",-19.4051585858586,0,0.121922027334764,0.000105332640933014,95
"216","10",-19.4051585858586,0,0.0420265682462066,0.000105332640933014,50
"217","10",-18.9571383838384,0,0.123188997145081,0.00111345613338107,95
"218","10",-18.9571383838384,0,0.043123769491948,0.00111345613338107,50
"219","10",-18.5091181818182,0,0.129785376921846,0.00639565117974322,95
"220","10",-18.5091181818182,0,0.0488582198539756,0.00639565117974322,50
"221","10",-18.061097979798,0,0.148396254645815,0.0213239377424804,95
"222","10",-18.061097979798,3.59254986984719e-05,0.0650538103120934,0.0213239377424804,50
"223","10",-17.6130777777778,0,0.176350294906309,0.0436658641178315,95
"224","10",-17.6130777777778,0.00423629807103794,0.0893270544679342,0.0436658641178315,50
"225","10",-17.1650575757576,0,0.210390994461376,0.0707390907131475,95
"226","10",-17.1650575757576,0.0235714818956624,0.118798023640762,0.0707390907131475,50
"227","10",-16.7170373737374,0,0.249036799868669,0.101307776014378,95
"228","10",-16.7170373737374,0.0506057545297021,0.152146318549931,0.101307776014378,50
"229","10",-16.2690171717172,0.000648540887977963,0.291381080931295,0.134597611802043,95
"230","10",-16.2690171717172,0.0806431290860352,0.188552094518051,0.134597611802043,50
"231","10",-15.820996969697,0.00863347673080025,0.336965668290353,0.170199784152199,95
"232","10",-15.820996969697,0.112810015553992,0.227589552750405,0.170199784152199,50
"233","10",-15.3729767676768,0.0304904555191402,0.385477610657904,0.207825734357938,95
"234","10",-15.3729767676768,0.146689728486101,0.268961740229775,0.207825734357938,50
"235","10",-14.9249565656566,0.0578207572913475,0.436677696823915,0.247249227057631,95
"236","10",-14.9249565656566,0.182060497948066,0.312437956167197,0.247249227057631,50
"237","10",-14.4769363636364,0.0861938606442731,0.490370813883227,0.28828233726375,95
"238","10",-14.4769363636364,0.218736872557384,0.357827801970115,0.28828233726375,50
"239","10",-14.0289161616162,0.115135092745219,0.546389907966534,0.330762500355877,95
"240","10",-14.0289161616162,0.256557832595682,0.404967168116071,0.330762500355877,50
"241","10",-13.580895959596,0.144503158527349,0.604586254764225,0.374544706645787,95
"242","10",-13.580895959596,0.295379646701312,0.453709766590262,0.374544706645787,50
"243","10",-13.1328757575758,0.174169803069715,0.6648231080576,0.419496455563657,95
"244","10",-13.1328757575758,0.335071275375506,0.503921635751809,0.419496455563657,50
"245","10",-12.6848555555556,0.204017328258924,0.726971324725471,0.465494326492197,95
"246","10",-12.6848555555556,0.375511267307684,0.55547738567671,0.465494326492197,50
"247","10",-12.2368353535354,0.233936893455279,0.790906222387956,0.512421557921617,95
"248","10",-12.2368353535354,0.416585586826761,0.608257529016474,0.512421557921617,50
"249","10",-11.7888151515152,0.263827327823999,0.856505244935144,0.560166286379571,95
"250","10",-11.7888151515152,0.458186050157823,0.66214652260132,0.560166286379571,50
"251","10",-11.3407949494949,0.29359428822767,0.923646179645766,0.608620233936718,95
"252","10",-11.3407949494949,0.500209174803689,0.717031293069748,0.608620233936718,50
"253","10",-10.8927747474747,0.323149656574465,0.992205764403706,0.657677710489086,95
"254","10",-10.8927747474747,0.542555317782771,0.772800103195401,0.657677710489086,50
"255","10",-10.4447545454545,0.352411106158076,1.06205857964864,0.707234842903357,95
"256","10",-10.4447545454545,0.585128020814416,0.829341664992299,0.707234842903357,50
"257","10",-9.99673434343434,0.381301788592882,1.13307615434105,0.757188971466967,95
"258","10",-9.99673434343434,0.627833506734717,0.886544436199217,0.757188971466967,50
"259","10",-9.54871414141414,0.409750107094404,1.2051262373662,0.807438172230303,95
"260","10",-9.54871414141414,0.670580288195039,0.944296056265566,0.807438172230303,50
"261","10",-9.10069393939394,0.437689551197372,1.27807220038606,0.857880875791715,95
"262","10",-9.10069393939394,0.713278860756879,1.00248289082655,0.857880875791715,50
"263","10",-8.65267373737374,0.465058574334749,1.35177254800616,0.908415561170452,95
"264","10",-8.65267373737374,0.755841459984263,1.06098966235664,0.908415561170452,50
"265","10",-8.20465353535354,0.491800500090359,1.42608051794042,0.958940509015392,95
"266","10",-8.20465353535354,0.798181867320054,1.11969915071073,0.958940509015392,50
"267","10",-7.75663333333333,0.517863446043698,1.50084375866557,1.00935360235463,95
"268","10",-7.75663333333333,0.840215253196759,1.17849195151251,1.00935360235463,50
"269","10",-7.30861313131313,0.543200256364859,1.57590407550937,1.05955216593711,95
"270","10",-7.30861313131313,0.881858048469751,1.23724628340447,1.05955216593711,50
"271","10",-6.86059292929293,0.567768435960491,1.65109723863594,1.10943283729821,95
"272","10",-6.86059292929293,0.923027837190966,1.29583783740546,1.10943283729821,50
"273","10",-6.41257272727273,0.59153008019766,1.72625284825414,1.1588914642259,95
"274","10",-6.41257272727273,0.963643265176,1.3541396632758,1.1588914642259,50
"275","10",-5.96455252525253,0.614451795162745,1.80119425376967,1.20782302446621,95
"276","10",-5.96455252525253,1.00362395990005,1.41202208903237,1.20782302446621,50
"277","10",-5.51653232323233,0.636504604130617,1.87573852465651,1.25612156439357,95
"278","10",-5.51653232323233,1.04289045808674,1.46935267070039,1.25612156439357,50
"279","10",-5.06851212121212,0.65766383648416,1.94969647162746,1.30368015405581,95
"280","10",-5.06851212121212,1.0813641379971,1.52599617011452,1.30368015405581,50
"281","10",-4.62049191919192,0.67790899577735,2.022872717301,1.35039085653918,95
"282","10",-4.62049191919192,1.11896715393319,1.58181455914516,1.35039085653918,50
"283","10",-4.17247171717172,0.697223604007111,2.09506581603674,1.39614471002193,95
"284","10",-4.17247171717172,1.15562237087633,1.63666704916753,1.39614471002193,50
"285","10",-3.72445151515151,0.7155950194722,2.16606842297755,1.44083172122487,95
"286","10",-3.72445151515151,1.19125329751063,1.69041014493912,1.44083172122487,50
"287","10",-3.27643131313132,0.733014225868255,2.23566751261737,1.48434086924281,95
"288","10",-3.27643131313132,1.22578401615641,1.74289772232921,1.48434086924281,50
"289","10",-2.82841111111111,0.74947559050956,2.30364464742656,1.52656011896806,95
"290","10",-2.82841111111111,1.25913910837015,1.79398112956597,1.52656011896806,50
"291","10",-2.38039090909091,0.764976589789924,2.36977629722534,1.56737644350763,95
"292","10",-2.38039090909091,1.29124357516902,1.84350931184625,1.56737644350763,50
"293","10",-1.93237070707071,0.77951750020528,2.43383421011039,1.60667585515784,95
"294","10",-1.93237070707071,1.3220227510165,1.89132895929917,1.60667585515784,50
"295","10",-1.48435050505051,0.793101053465466,2.4955858358168,1.64434344464113,95
"296","10",-1.48435050505051,1.35140221086885,1.93728467841341,1.64434344464113,50
"297","10",-1.0363303030303,0.805732054427714,2.55479480244421,1.68026342843596,95
"298","10",-1.0363303030303,1.37930766973518,1.98121918713675,1.68026342843596,50
"299","10",-0.588310101010102,0.817416960794109,2.61122144749563,1.71431920414487,95
"300","10",-0.588310101010102,1.40566487435119,2.02297353393855,1.71431920414487,50
"301","10",-0.140289898989899,0.828163423734133,2.66462340417377,1.74639341395395,95
"302","10",-0.140289898989899,1.43039948671286,2.06238734119505,1.74639341395395,50
"303","10",0.307730303030301,0.837979788825123,2.71475624385659,1.77636801634086,95
"304","10",0.307730303030301,1.45343695936403,2.09929907331768,1.77636801634086,50
"305","10",0.755750505050504,0.846874556952089,2.76137417563149,1.80412436629179,95
"306","10",0.755750505050504,1.4747024024855,2.13354633009808,1.80412436629179,50
"307","10",1.20377070707071,0.854855805077619,2.8042308037102,1.82954330439391,95
"308","10",1.20377070707071,1.49412044299507,2.16496616579275,1.82954330439391,50
"309","10",1.65179090909091,0.861930567086834,2.8430799434743,1.85250525528057,95
"310","10",1.65179090909091,1.51161507604233,2.1933954345188,1.85250525528057,50
"311","10",2.09981111111111,0.868104175235857,2.87767649681689,1.87289033602637,95
"312","10",2.09981111111111,1.52710950947148,2.21867116258126,1.87289033602637,50
"313","10",2.54783131313131,0.873379563090143,2.90777738735072,1.89057847522043,95
"314","10",2.54783131313131,1.54052600203507,2.2406309484058,1.89057847522043,50
"315","10",2.99585151515151,0.8777565312369,2.93314255594947,1.90544954359318,95
"316","10",2.99585151515151,1.55178569637452,2.25911339081184,1.90544954359318,50
"317","10",3.44387171717172,0.881230977500335,2.95353601697883,1.91738349723958,95
"318","10",3.44387171717172,1.56080844804654,2.27395854643263,1.91738349723958,50
"319","10",3.89189191919192,0.883794093887396,2.96872697546148,1.92626053467444,95
"320","10",3.89189191919192,1.56751265217227,2.2850084171766,1.92626053467444,50
"321","10",4.33991212121212,0.885431533054377,2.97849100530776,1.93196126918107,95
"322","10",4.33991212121212,1.57181506962807,2.29210746873408,1.93196126918107,50
"323","10",4.78793232323232,0.886122547722534,2.98261128863834,1.93436691818044,95
"324","10",4.78793232323232,1.57363065509011,2.29510318127076,1.93436691818044,50
"325","10",5.23595252525252,0.885839107197627,2.98087991613225,1.93335951166494,95
"326","10",5.23595252525252,1.57287238970374,2.29384663362614,1.93335951166494,50
"327","10",5.68397272727272,0.884544995981278,2.9730992482634,1.92882212212234,95
"328","10",5.68397272727272,1.56945112168446,2.28819312256022,1.92882212212234,50
"329","10",6.13199292929293,0.882194900422835,2.95908333725267,1.92063911883775,95
"330","10",6.13199292929293,1.56327541879221,2.2780028188833,1.92063911883775,50
"331","10",6.58001313131313,0.87873349047636,2.93865940957896,1.90869645002766,95
"332","10",6.58001313131313,1.55425143737504,2.26314146268028,1.90869645002766,50
"333","10",7.02803333333333,0.874094504933552,2.91166940898287,1.89288195695821,95
"334","10",7.02803333333333,1.54228281358657,2.24348110032986,1.89288195695821,50
"335","10",7.47605353535353,0.868199850045211,2.87797160009409,1.87308572506965,95
"336","10",7.47605353535353,1.5272705834818,2.2189008666575,1.87308572506965,50
"337","10",7.92407373737374,0.860958723280648,2.83744223316098,1.84920047822082,95
"338","10",7.92407373737374,1.50911314004488,2.18928781639675,1.84920047822082,50
"339","10",8.37209393939394,0.852266776185278,2.78997727092068,1.82112202355298,95
"340","10",8.37209393939394,1.48770623687129,2.15453781023467,1.82112202355298,50
"341","10",8.82011414141414,0.842005332987249,2.7354941795067,1.78874975624697,95
"342","10",8.82011414141414,1.4629430503172,2.11455646217675,1.78874975624697,50
"343","10",9.26813434343434,0.830040684918801,2.67393378657232,1.75198723574556,95
"344","10",9.26813434343434,1.43471431457645,2.06926015691467,1.75198723574556,50
"345","10",9.71615454545454,0.816223484356476,2.60526221169196,1.71074284802422,95
"346","10",9.71615454545454,1.40290854754476,2.01857714850367,1.71074284802422,50
"347","10",10.1641747474747,0.8003882681264,2.52947287684981,1.6649305724881,95
"348","10",10.1641747474747,1.36741238975491,1.9624487552213,1.6649305724881,50
"349","10",10.6121949494949,0.782353146066714,2.44658860882591,1.61447087744631,95
"350","10",10.6121949494949,1.32811108451182,1.90083067038081,1.61447087744631,50
"351","10",11.0602151515152,0.761919699771223,2.35666385113173,1.55929177545148,95
"352","10",11.0602151515152,1.28488913520851,1.83369441569444,1.55929177545148,50
"353","10",11.5082353535353,0.738873148221546,2.25978701173503,1.49933007997829,95
"354","10",11.5082353535353,1.23763118653875,1.76102897341783,1.49933007997829,50
"355","10",11.9562555555556,0.712982853064275,2.1560829855693,1.43453291931679,95
"356","10",11.9562555555556,1.18622319129144,1.68284264734214,1.43453291931679,50
"357","10",12.4042757575758,0.684003258653167,2.04571591003306,1.36485958434311,95
"358","10",12.4042757575758,1.13055394574139,1.59916522294484,1.36485958434311,50
"359","10",12.852295959596,0.651675393936253,1.92889224112542,1.29028381753084,95
"360","10",12.852295959596,1.07051710778463,1.51005052727704,1.29028381753084,50
"361","10",13.3003161616162,0.61572911025045,1.80586428396645,1.21079669710845,95
"362","10",13.3003161616162,1.00601385866062,1.41557953555628,1.21079669710845,50
"363","10",13.7483363636364,0.575886300391134,1.67693438554073,1.12641034296593,95
"364","10",13.7483363636364,0.936956441321738,1.31586424461012,1.12641034296593,50
"365","10",14.1963565656566,0.531865456554295,1.54246012034975,1.03716278845202,95
"366","10",14.1963565656566,0.863272924222489,1.21105265268156,1.03716278845202,50
