"","species","x","lower","upper","mu","level"
"1","1",-22.5413,0,0.179187058585983,0,95
"2","1",-22.5413,0,0.0616643139044173,0,50
"3","1",-22.0932797979798,0,0.179187058585983,0,95
"4","1",-22.0932797979798,0,0.0616643139044173,0,50
"5","1",-21.6452595959596,0,0.179187058585983,0,95
"6","1",-21.6452595959596,0,0.0616643139044173,0,50
"7","1",-21.1972393939394,0,0.179187058585983,0,95
"8","1",-21.1972393939394,0,0.0616643139044173,0,50
"9","1",-20.7492191919192,0,0.179187127698423,5.11688575330676e-08,95
"10","1",-20.7492191919192,0,0.0616643712482671,5.11688575330676e-08,50
"11","1",-20.301198989899,0,0.179229171159103,3.09018627680763e-05,95
"12","1",-20.301198989899,0,0.0616990737509465,3.09018627680763e-05,50
"13","1",-19.8531787878788,0,0.179388214514747,0.000147686262675333,95
"14","1",-19.8531787878788,0,0.0618304008836403,0.000147686262675333,50
"15","1",-19.4051585858586,0,0.180079391237974,0.000659271938625184,95
"16","1",-19.4051585858586,0,0.0624037898996366,0.000659271938625184,50
"17","1",-18.9571383838384,0,0.18221104194298,0.00223153213908337,95
"18","1",-18.9571383838384,0,0.0641685552505214,0.00223153213908337,50
"19","1",-18.5091181818182,0,0.188102823098381,0.00655360473630445,95
"20","1",-18.5091181818182,0,0.069030817535736,0.00655360473630445,50
"21","1",-18.061097979798,0,0.199378598603383,0.0148216772667358,95
"22","1",-18.061097979798,0,0.0783339421609938,0.0148216772667358,50
"23","1",-17.6130777777778,0,0.216169500562811,0.0271039263761948,95
"24","1",-17.6130777777778,3.59076074850753e-05,0.0921677708701207,0.0271039263761948,50
"25","1",-17.1650575757576,0,0.237681396172138,0.0427871009291383,95
"26","1",-17.1650575757576,0.000754129833288714,0.109856805041044,0.0427871009291383,50
"27","1",-16.7170373737374,0,0.263382864680865,0.0614415398836518,95
"28","1",-16.7170373737374,0.00453689408315697,0.130936364682028,0.0614415398836518,50
"29","1",-16.2690171717172,0,0.292776528407562,0.0826668392100901,95
"30","1",-16.2690171717172,0.0145476150079855,0.154972673857269,0.0826668392100901,50
"31","1",-15.820996969697,0,0.325813001674544,0.10639168903894,95
"32","1",-15.820996969697,0.032389914741924,0.18190196755154,0.10639168903894,50
"33","1",-15.3729767676768,0,0.361968940359513,0.132194422814443,95
"34","1",-15.3729767676768,0.0534262890673735,0.211267588527112,0.132194422814443,50
"35","1",-14.9249565656566,0,0.401018103402445,0.159873649613121,95
"36","1",-14.9249565656566,0.0768877051363396,0.242859594089902,0.159873649613121,50
"37","1",-14.4769363636364,0,0.442804231250078,0.18928045991216,95
"38","1",-14.4769363636364,0.102034374500744,0.276526545323576,0.18928045991216,50
"39","1",-14.0289161616162,0.000743166426011114,0.487200107744011,0.220288363795619,95
"40","1",-14.0289161616162,0.128435025203584,0.312141702387654,0.220288363795619,50
"41","1",-13.580895959596,0.00286621305650838,0.534094509935229,0.252783877695321,95
"42","1",-13.580895959596,0.155975395721341,0.349592359669302,0.252783877695321,50
"43","1",-13.1328757575758,0.00720751698166918,0.583385294723474,0.28666167566848,95
"44","1",-13.1328757575758,0.184549064787701,0.388774286549259,0.28666167566848,50
"45","1",-12.6848555555556,0.0159883059907401,0.634975019043939,0.321821632234541,95
"46","1",-12.6848555555556,0.214054983812328,0.429588280656754,0.321821632234541,50
"47","1",-12.2368353535354,0.030011376803871,0.688767875578869,0.358166850895402,95
"48","1",-12.2368353535354,0.244395881473406,0.471937820317398,0.358166850895402,50
"49","1",-11.7888151515152,0.0469938202210797,0.744667403283446,0.395602274733832,95
"50","1",-11.7888151515152,0.275477184061392,0.515727365406273,0.395602274733832,50
"51","1",-11.3407949494949,0.0654926453978159,0.802574693672473,0.434033669535144,95
"52","1",-11.3407949494949,0.307206265935823,0.560861073134466,0.434033669535144,50
"53","1",-10.8927747474747,0.0843467841922277,0.862386934668574,0.473366859430401,95
"54","1",-10.8927747474747,0.339491923238534,0.607241795622267,0.473366859430401,50
"55","1",-10.4447545454545,0.103018086388617,0.923996196591199,0.513507141489908,95
"56","1",-10.4447545454545,0.372244004811165,0.654770278168651,0.513507141489908,50
"57","1",-9.99673434343434,0.121429263345806,0.987288400319003,0.554358831832404,95
"58","1",-9.99673434343434,0.405373157195353,0.703344506469456,0.554358831832404,50
"59","1",-9.54871414141414,0.139507393938625,1.05214242898247,0.59582491146055,95
"60","1",-9.54871414141414,0.438790654284805,0.752859168636294,0.59582491146055,50
"61","1",-9.10069393939394,0.157184141692462,1.11842935802365,0.637806749858054,95
"62","1",-9.10069393939394,0.47240829076531,0.803205208950798,0.637806749858054,50
"63","1",-8.65267373737374,0.174395994259776,1.18601178733355,0.680203890796663,95
"64","1",-8.65267373737374,0.506138324044715,0.854269457548611,0.680203890796663,50
"65","1",-8.20465353535354,0.191084513026939,1.25474326522043,0.722913889123683,95
"66","1",-8.20465353535354,0.539893453105513,0.905934325141854,0.722913889123683,50
"67","1",-7.75663333333333,0.207196582395641,1.32446779819431,0.765832190294977,95
"68","1",-7.75663333333333,0.573586825280741,0.958077555309213,0.765832190294977,50
"69","1",-7.30861313131313,0.222684649496281,1.39501944358861,0.808852046542444,95
"70","1",-7.30861313131313,0.607132063764528,1.01057202932036,0.808852046542444,50
"71","1",-6.86059292929293,0.237506945952,1.46622198425618,0.85186446510409,95
"72","1",-6.86059292929293,0.640443309974436,1.06328562023374,0.85186446510409,50
"73","1",-6.41257272727273,0.251627683945756,1.53788868621761,0.894758185081683,95
"74","1",-6.41257272727273,0.673435275846466,1.1160810943169,0.894758185081683,50
"75","1",-5.96455252525253,0.265017219332246,1.60982214135984,0.937419680346044,95
"76","1",-5.96455252525253,0.706023301872867,1.16881605881922,0.937419680346044,50
"77","1",-5.51653232323233,0.277652174939842,1.68181419818866,0.979733186564252,95
"78","1",-5.51653232323233,0.738123417260716,1.22134295586779,0.979733186564252,50
"79","1",-5.06851212121212,0.28951551756617,1.75364598429815,1.02158075093216,95
"80","1",-5.06851212121212,0.769652399046584,1.27350910281774,1.02158075093216,50
"81","1",-4.62049191919192,0.300596582515648,1.8250880246818,1.06284230359872,95
"82","1",-4.62049191919192,0.800527827385525,1.32515677981192,1.06284230359872,50
"83","1",-4.17247171717172,0.310891039881415,1.89590046030545,1.10339575009343,95
"84","1",-4.17247171717172,0.830668134567597,1.37612336561926,1.10339575009343,50
"85","1",-3.72445151515151,0.320400797156473,1.96583337151374,1.14311708433511,95
"86","1",-3.72445151515151,0.859992645621717,1.4262415230485,1.14311708433511,50
"87","1",-3.27643131313132,0.329133833184612,2.03462721086333,1.18188052202397,95
"88","1",-3.27643131313132,0.888421608659922,1.47533943538802,1.18188052202397,50
"89","1",-2.82841111111111,0.337103958943611,2.10201334987797,1.21955865441079,95
"90","1",-2.82841111111111,0.915876213406808,1.52324109541477,1.21955865441079,50
"91","1",-2.38039090909091,0.344330501202358,2.16771474400882,1.25602262260559,95
"92","1",-2.38039090909091,0.942278596658447,1.56976664855274,1.25602262260559,50
"93","1",-1.93237070707071,0.350837905719612,2.23144671976078,1.29114231274019,95
"94","1",-1.93237070707071,0.967551833730234,1.61473279175016,1.29114231274019,50
"95","1",-1.48435050505051,0.356655257363961,2.29291788751582,1.32478657243989,95
"96","1",-1.48435050505051,0.991619915290418,1.65795322958936,1.32478657243989,50
"97","1",-1.0363303030303,0.361815715339951,2.35183118304703,1.35682344919349,95
"98","1",-1.0363303030303,1.01440770934124,1.69923918904574,1.35682344919349,50
"99","1",-0.588310101010102,0.36635586261179,2.40788504007316,1.38712045134248,95
"100","1",-0.588310101010102,1.03584090850764,1.73839999417731,1.38712045134248,50
"101","1",-0.140289898989899,0.370314969630054,2.4607746954534,1.41554483254173,95
"102","1",-0.140289898989899,1.05584596322897,1.77524370185448,1.41554483254173,50
"103","1",0.307730303030301,0.373734173594622,2.51019362776591,1.44196390068026,95
"104","1",0.307730303030301,1.07435000192635,1.80957779943418,1.44196390068026,50
