"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"theta[1670]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1671]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1672]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1673]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1674]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1675]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1676]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1677]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1678]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1679]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1680]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1681]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1682]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1683]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1684]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1685]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1686]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1687]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1688]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1689]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1690]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1691]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1692]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1693]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1694]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1695]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1696]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1697]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1698]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1699]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1700]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1701]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1702]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1703]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1704]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1705]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1706]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1707]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1708]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1709]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"theta[1710]",0.99,0,0.01,0.96,0.99,0.99,1,1,16540.31,1
"theta[1711]",1,0,0,0.98,0.99,1,1,1,20072.64,1
"theta[1712]",1,0,0,0.99,1,1,1,1,17736.11,1
"theta[1713]",1,0,0,0.99,1,1,1,1,15377.66,1
"theta[1714]",1,0,0,1,1,1,1,1,14799.36,1
"theta[1715]",1,0,0,1,1,1,1,1,14780.88,1
"theta[1716]",1,0,0,0.99,1,1,1,1,15461.18,1
"theta[1717]",1,0,0.01,0.98,0.99,1,1,1,19677.68,1
"log_lik[1]",0.78,0,0.06,0.66,0.74,0.79,0.82,0.9,22159.32,1
"log_lik[2]",0.29,0,0.12,0.01,0.22,0.3,0.38,0.49,23101.84,1
"log_lik[3]",0.22,0,0.07,0.08,0.18,0.23,0.27,0.35,19566.18,1
"log_lik[4]",0.01,0,0.08,-0.15,-0.04,0.01,0.06,0.15,24003.23,1
"log_lik[5]",-0.17,0,0.09,-0.37,-0.23,-0.16,-0.11,-0.01,25321,1
"log_lik[6]",-1.37,0,0.28,-1.99,-1.55,-1.34,-1.16,-0.87,26820.63,1
"log_lik[7]",0.01,0,0.13,-0.28,-0.07,0.02,0.1,0.22,18060.23,1
"log_lik[8]",0.53,0,0.16,0.18,0.44,0.55,0.65,0.8,19323.7,1
"log_lik[9]",0.82,0,0.07,0.67,0.77,0.82,0.86,0.94,19241.47,1
"log_lik[10]",0.54,0,0.08,0.37,0.49,0.55,0.6,0.69,19958.79,1
"log_lik[11]",0.25,0,0.06,0.13,0.21,0.26,0.3,0.37,19780.46,1
"log_lik[12]",-0.56,0,0.16,-0.9,-0.66,-0.55,-0.45,-0.29,22720.86,1
"log_lik[13]",-0.1,0,0.07,-0.25,-0.14,-0.1,-0.05,0.03,22818.58,1
"log_lik[14]",-0.55,0,0.14,-0.87,-0.64,-0.54,-0.45,-0.31,23992.58,1
"log_lik[15]",-0.66,0,0.23,-1.15,-0.81,-0.65,-0.49,-0.24,18426.58,1
"log_lik[16]",0.49,0,0.17,0.11,0.39,0.5,0.61,0.78,19587.35,1
"log_lik[17]",0.6,0,0.07,0.49,0.55,0.6,0.65,0.74,14475.5,1
"log_lik[18]",0.24,0,0.13,-0.06,0.16,0.26,0.34,0.46,23230.28,1
"log_lik[19]",0.26,0,0.06,0.13,0.22,0.27,0.31,0.38,19727.85,1
"log_lik[20]",0.03,0,0.07,-0.11,-0.01,0.03,0.08,0.16,22709.75,1
"log_lik[21]",-1.41,0,0.24,-1.91,-1.56,-1.4,-1.25,-0.99,23252.97,1
"log_lik[22]",-0.43,0,0.13,-0.7,-0.51,-0.42,-0.33,-0.19,27380.94,1
"log_lik[23]",0.04,0,0.09,-0.17,-0.01,0.05,0.1,0.19,18497.83,1
"log_lik[24]",0.49,0,0.17,0.11,0.39,0.5,0.61,0.78,19587.35,1
"log_lik[25]",0.82,0,0.07,0.67,0.77,0.82,0.86,0.94,19241.47,1
"log_lik[26]",0.18,0,0.16,-0.16,0.08,0.19,0.29,0.45,21597.74,1
"log_lik[27]",-0.17,0,0.14,-0.49,-0.26,-0.16,-0.07,0.07,18854.6,1
"log_lik[28]",-0.54,0,0.15,-0.87,-0.63,-0.53,-0.43,-0.28,22633.17,1
"log_lik[29]",-1.27,0,0.22,-1.74,-1.41,-1.25,-1.11,-0.87,23314.85,1
"log_lik[30]",-4.36,0,0.74,-5.92,-4.83,-4.31,-3.84,-3.05,27699.96,1
"log_lik[31]",0.14,0,0.07,-0.01,0.1,0.14,0.19,0.27,18483.2,1
"log_lik[32]",0.7,0,0.09,0.48,0.64,0.71,0.76,0.85,16139.39,1
"log_lik[33]",-2.84,0,0.5,-3.9,-3.16,-2.81,-2.49,-1.95,26027.47,1
"log_lik[34]",-0.11,0,0.06,-0.24,-0.15,-0.11,-0.06,0.01,18916.27,1
"log_lik[35]",-0.71,0,0.27,-1.32,-0.87,-0.67,-0.51,-0.26,19009.22,1
"log_lik[36]",-0.22,0,0.18,-0.55,-0.35,-0.22,-0.09,0.12,13180.11,1
"log_lik[37]",-0.44,0,0.23,-0.92,-0.59,-0.43,-0.28,-0.03,22284.18,1
"log_lik[38]",-2.18,0,0.47,-3.19,-2.47,-2.16,-1.86,-1.36,20208.92,1
"log_lik[39]",-1.93,0,0.29,-2.54,-2.11,-1.91,-1.72,-1.39,22644.48,1
"log_lik[40]",-0.22,0,0.1,-0.44,-0.28,-0.21,-0.15,-0.04,25292.5,1
"log_lik[41]",-2.75,0,0.38,-3.54,-2.99,-2.73,-2.49,-2.05,23470.7,1
"log_lik[42]",0.11,0,0.07,-0.03,0.07,0.12,0.16,0.24,18552.01,1
"log_lik[43]",0.7,0,0.08,0.54,0.66,0.71,0.75,0.84,14565.74,1
"log_lik[44]",0.6,0,0.07,0.49,0.55,0.6,0.65,0.74,14475.5,1
"log_lik[45]",0.2,0,0.15,-0.12,0.11,0.21,0.31,0.47,21543.39,1
"log_lik[46]",0.26,0,0.06,0.13,0.22,0.26,0.3,0.38,19776.66,1
"log_lik[47]",0,0,0.06,-0.13,-0.04,0,0.04,0.12,19984.56,1
"log_lik[48]",-1.61,0,0.26,-2.15,-1.77,-1.59,-1.43,-1.15,23205.55,1
"log_lik[49]",-0.45,0,0.13,-0.74,-0.53,-0.44,-0.37,-0.24,23188.13,1
"log_lik[50]",-0.1,0,0.15,-0.43,-0.2,-0.09,0,0.16,18055.29,1
"log_lik[51]",-0.23,0,0.34,-1.03,-0.43,-0.19,0.01,0.3,20960.43,1
"log_lik[52]",0.6,0,0.07,0.49,0.55,0.6,0.65,0.74,14475.5,1
"log_lik[53]",-0.5,0,0.18,-0.89,-0.62,-0.49,-0.37,-0.17,17866.47,1
"log_lik[54]",-0.83,0,0.18,-1.21,-0.95,-0.82,-0.71,-0.51,22836.14,1
"log_lik[55]",-1.72,0,0.34,-2.44,-1.94,-1.7,-1.48,-1.12,23908.39,1
"log_lik[56]",-0.13,0,0.08,-0.31,-0.18,-0.12,-0.07,0.02,25853.63,1
"log_lik[57]",-0.15,0,0.14,-0.49,-0.24,-0.13,-0.05,0.07,18603.4,1
"log_lik[58]",0.49,0,0.17,0.11,0.39,0.5,0.61,0.78,19587.35,1
"log_lik[59]",0.82,0,0.06,0.69,0.77,0.82,0.86,0.94,21872.84,1
"log_lik[60]",-0.44,0,0.23,-0.92,-0.59,-0.43,-0.28,-0.03,22284.18,1
"log_lik[61]",0.21,0,0.07,0.06,0.17,0.21,0.26,0.34,19460.44,1
"log_lik[62]",-0.15,0,0.09,-0.34,-0.2,-0.15,-0.09,0,20802.41,1
"log_lik[63]",-0.25,0,0.08,-0.43,-0.3,-0.24,-0.19,-0.1,18885.99,1
"log_lik[64]",-2.75,0,0.38,-3.54,-2.99,-2.73,-2.49,-2.05,23470.7,1
"log_lik[65]",0.14,0,0.07,-0.01,0.09,0.14,0.18,0.26,18532.78,1
"log_lik[66]",0.49,0,0.17,0.11,0.39,0.5,0.61,0.78,19587.35,1
"log_lik[67]",0.82,0,0.07,0.67,0.77,0.82,0.86,0.94,19241.47,1
"log_lik[68]",0.3,0,0.14,0.01,0.21,0.31,0.4,0.54,21331.84,1
"log_lik[69]",0.06,0,0.11,-0.19,-0.01,0.07,0.14,0.26,17582.65,1
"log_lik[70]",-0.39,0,0.13,-0.67,-0.48,-0.38,-0.3,-0.16,23674.5,1
"log_lik[71]",-0.14,0,0.08,-0.32,-0.19,-0.13,-0.08,0.01,24996.56,1
"log_lik[72]",-0.5,0,0.14,-0.8,-0.59,-0.49,-0.4,-0.25,27170.81,1
"log_lik[73]",-0.88,0,0.26,-1.43,-1.05,-0.87,-0.7,-0.42,18635.45,1
"log_lik[74]",0.69,0,0.07,0.53,0.65,0.7,0.74,0.82,14304.4,1
"log_lik[75]",0.82,0,0.07,0.67,0.77,0.82,0.86,0.94,19241.47,1
"log_lik[76]",-0.44,0,0.23,-0.92,-0.59,-0.43,-0.28,-0.03,22284.18,1
"log_lik[77]",-0.33,0,0.16,-0.68,-0.43,-0.32,-0.21,-0.03,17583.13,1
"log_lik[78]",-2.44,0,0.35,-3.18,-2.67,-2.43,-2.2,-1.81,22575.07,1
"log_lik[79]",-0.72,0,0.16,-1.07,-0.82,-0.71,-0.6,-0.43,23900.35,1
"log_lik[80]",-0.27,0,0.11,-0.51,-0.34,-0.27,-0.19,-0.07,27528.41,1
"log_lik[81]",0.14,0,0.07,-0.02,0.1,0.15,0.19,0.27,18416.07,1
"log_lik[82]",0.42,0,0.17,0.01,0.33,0.44,0.53,0.65,19703.7,1
"log_lik[83]",0.82,0,0.07,0.67,0.77,0.82,0.86,0.94,19241.47,1
"log_lik[84]",0.45,0,0.08,0.27,0.4,0.46,0.51,0.59,21988.83,1
"log_lik[85]",0.12,0,0.09,-0.07,0.07,0.13,0.18,0.27,19004.28,1
"log_lik[86]",0.03,0,0.06,-0.1,-0.01,0.03,0.07,0.15,20954.07,1
"log_lik[87]",-0.12,0,0.08,-0.29,-0.17,-0.11,-0.07,0.02,24431.52,1
"log_lik[88]",-0.16,0,0.09,-0.36,-0.22,-0.16,-0.1,0,26749.73,1
"log_lik[89]",0.13,0,0.07,-0.01,0.09,0.14,0.18,0.26,18545.37,1
"log_lik[90]",0.28,0,0.21,-0.21,0.17,0.32,0.43,0.58,20311.73,1
"log_lik[91]",0.82,0,0.06,0.69,0.77,0.82,0.86,0.94,21872.84,1
"log_lik[92]",0.5,0,0.07,0.34,0.45,0.5,0.55,0.63,21188.87,1
"log_lik[93]",-0.02,0,0.13,-0.29,-0.1,-0.01,0.07,0.2,17475.87,1
"log_lik[94]",-0.13,0,0.08,-0.31,-0.18,-0.13,-0.07,0.01,20605.67,1
"log_lik[95]",-0.13,0,0.08,-0.3,-0.18,-0.12,-0.07,0.02,24651.4,1
"log_lik[96]",-0.62,0,0.15,-0.95,-0.72,-0.61,-0.52,-0.35,26767.87,1
"log_lik[97]",-0.07,0,0.14,-0.38,-0.16,-0.06,0.04,0.18,18050.19,1
"log_lik[98]",0.7,0,0.09,0.5,0.65,0.71,0.76,0.85,15788.95,1
"log_lik[99]",0.82,0,0.07,0.67,0.77,0.82,0.86,0.94,19241.47,1
"log_lik[100]",0.5,0,0.1,0.3,0.45,0.51,0.57,0.67,20389.96,1
"log_lik[101]",0.2,0,0.07,0.05,0.16,0.21,0.25,0.33,19401.43,1
"log_lik[102]",-0.03,0,0.08,-0.21,-0.09,-0.03,0.03,0.12,24519.9,1
"log_lik[103]",-0.1,0,0.07,-0.23,-0.14,-0.1,-0.05,0.02,20929.78,1
"log_lik[104]",-1.73,0,0.34,-2.47,-1.95,-1.7,-1.49,-1.13,27291.83,1
"log_lik[105]",-0.95,0,0.32,-1.67,-1.15,-0.92,-0.72,-0.42,19156.02,1
"log_lik[106]",-0.75,0,0.46,-1.81,-1.03,-0.7,-0.42,0,21148.28,1
"log_lik[107]",0.82,0,0.07,0.67,0.77,0.82,0.86,0.94,19241.47,1
"log_lik[108]",0.51,0,0.07,0.36,0.47,0.51,0.56,0.64,20812.25,1
"log_lik[109]",0.05,0,0.1,-0.17,0,0.06,0.12,0.22,18890.89,1
"log_lik[110]",-0.22,0,0.1,-0.43,-0.28,-0.21,-0.15,-0.05,21161.53,1
"log_lik[111]",-0.16,0,0.09,-0.36,-0.22,-0.16,-0.1,0,26749.73,1
"log_lik[112]",-0.29,0,0.18,-0.69,-0.39,-0.26,-0.16,-0.01,18708.88,1
"log_lik[113]",0.55,0,0.12,0.27,0.5,0.57,0.64,0.73,18219.14,1
"log_lik[114]",0.78,0,0.06,0.66,0.74,0.79,0.82,0.9,22159.32,1
"log_lik[115]",0.38,0,0.1,0.15,0.32,0.39,0.45,0.55,22700.13,1
"log_lik[116]",0.24,0,0.06,0.11,0.2,0.25,0.29,0.37,19731.93,1
"log_lik[117]",-0.63,0,0.17,-0.99,-0.74,-0.62,-0.51,-0.34,23062.42,1
"log_lik[118]",-0.84,0,0.18,-1.22,-0.95,-0.83,-0.71,-0.52,23704.88,1
"log_lik[119]",-0.78,0,0.19,-1.19,-0.89,-0.76,-0.65,-0.46,25280.9,1
"log_lik[120]",0.03,0,0.12,-0.24,-0.04,0.04,0.12,0.23,18072.6,1
"log_lik[121]",0.49,0,0.17,0.11,0.39,0.5,0.61,0.78,19587.35,1
"log_lik[122]",0.82,0,0.07,0.67,0.77,0.82,0.86,0.94,19241.47,1
"log_lik[123]",0.52,0,0.09,0.33,0.47,0.53,0.59,0.68,20204.37,1
"log_lik[124]",-3.7,0,0.69,-5.17,-4.13,-3.66,-3.22,-2.45,20801.3,1
"log_lik[125]",0.03,0,0.07,-0.11,-0.01,0.03,0.08,0.16,22876,1
"log_lik[126]",-1.2,0,0.21,-1.66,-1.34,-1.19,-1.05,-0.82,23350.18,1
"log_lik[127]",-2.35,0,0.44,-3.3,-2.64,-2.32,-2.04,-1.58,27579.29,1
"log_lik[128]",-0.79,0,0.25,-1.32,-0.95,-0.78,-0.62,-0.35,18547.14,1
"log_lik[129]",0.62,0,0.13,0.32,0.55,0.64,0.71,0.83,18381.19,1
"log_lik[130]",0.82,0,0.07,0.67,0.77,0.82,0.86,0.94,19241.47,1
"log_lik[131]",0.05,0,0.18,-0.35,-0.06,0.07,0.17,0.34,23462.07,1
"log_lik[132]",0.13,0,0.08,-0.06,0.08,0.14,0.19,0.28,19031.67,1
"log_lik[133]",-0.02,0,0.08,-0.19,-0.07,-0.02,0.04,0.13,24350.95,1
"log_lik[134]",-0.45,0,0.13,-0.73,-0.53,-0.44,-0.35,-0.21,24551.06,1
"log_lik[135]",-0.11,0,0.08,-0.28,-0.16,-0.11,-0.06,0.03,25261.96,1
"log_lik[136]",-0.71,0,0.27,-1.32,-0.87,-0.67,-0.51,-0.26,19009.22,1
"log_lik[137]",0.7,0,0.08,0.52,0.66,0.71,0.76,0.84,15234.58,1
"log_lik[138]",0.96,0,0.07,0.81,0.91,0.96,1.01,1.09,15901.15,1
"log_lik[139]",-0.73,0,0.25,-1.27,-0.9,-0.72,-0.55,-0.26,25105.96,1
"log_lik[140]",0.27,0,0.09,0.08,0.22,0.27,0.33,0.42,20018.24,1
"log_lik[141]",0.13,0,0.07,-0.01,0.09,0.13,0.18,0.26,21043.77,1
"log_lik[142]",-0.27,0,0.11,-0.51,-0.34,-0.26,-0.19,-0.07,30320.38,1
"log_lik[143]",-0.08,0,0.1,-0.29,-0.14,-0.07,-0.01,0.09,30235.65,1
"log_lik[144]",0.14,0,0.1,-0.08,0.07,0.15,0.21,0.31,26436.38,1
"log_lik[145]",0.75,0,0.09,0.52,0.7,0.76,0.81,0.9,17028.29,1
"log_lik[146]",0.97,0,0.07,0.83,0.92,0.97,1.01,1.09,19065.92,1
"log_lik[147]",0.59,0,0.1,0.38,0.53,0.59,0.65,0.76,23628.93,1
"log_lik[148]",0.33,0,0.07,0.17,0.28,0.33,0.38,0.46,20314.96,1
"log_lik[149]",0.21,0,0.06,0.08,0.17,0.21,0.25,0.33,23123.25,1
"log_lik[150]",-1.02,0,0.19,-1.42,-1.14,-1.01,-0.89,-0.68,27621.48,1
"log_lik[151]",-1.32,0,0.29,-1.94,-1.5,-1.3,-1.12,-0.82,31359.22,1
"log_lik[152]",0.23,0,0.07,0.06,0.18,0.23,0.28,0.36,23465.27,1
"log_lik[153]",0.8,0,0.11,0.55,0.74,0.82,0.88,0.97,16289.72,1
"log_lik[154]",0.96,0,0.07,0.81,0.91,0.96,1.01,1.09,15901.15,1
"log_lik[155]",-0.14,0,0.19,-0.54,-0.26,-0.13,0,0.22,24979.72,1
"log_lik[156]",0.06,0,0.12,-0.21,-0.02,0.07,0.14,0.27,19985.64,1
"log_lik[157]",-0.06,0,0.1,-0.28,-0.12,-0.05,0.01,0.13,21586.21,1
"log_lik[158]",0.02,0,0.08,-0.14,-0.03,0.02,0.07,0.16,27375.97,1
"log_lik[159]",-3.66,0,0.49,-4.68,-3.99,-3.64,-3.32,-2.77,25195.34,1
"log_lik[160]",-0.02,0,0.12,-0.29,-0.09,-0.01,0.06,0.17,24266.46,1
"log_lik[161]",0.74,0,0.14,0.43,0.67,0.76,0.84,0.96,17275.85,1
"log_lik[162]",0.96,0,0.07,0.81,0.91,0.96,1.01,1.09,15901.15,1
"log_lik[163]",-0.14,0,0.19,-0.54,-0.26,-0.13,0,0.22,24979.72,1
"log_lik[164]",0.38,0,0.07,0.24,0.34,0.38,0.43,0.5,20861.15,1
"log_lik[165]",0.06,0,0.08,-0.1,0.01,0.06,0.11,0.2,20556.97,1
"log_lik[166]",0.07,0,0.06,-0.06,0.02,0.07,0.11,0.18,21867.77,1
"log_lik[167]",-0.49,0,0.15,-0.83,-0.59,-0.48,-0.38,-0.23,28566.39,1
"log_lik[168]",0.16,0,0.08,-0.02,0.11,0.16,0.21,0.29,21177.88,1
"log_lik[169]",0.68,0,0.16,0.32,0.59,0.7,0.8,0.93,17842.05,1
"log_lik[170]",0.96,0,0.07,0.81,0.91,0.96,1.01,1.09,15901.15,1
"log_lik[171]",0.68,0,0.08,0.51,0.63,0.68,0.73,0.82,22471.06,1
"log_lik[172]",0.04,0,0.13,-0.24,-0.04,0.05,0.13,0.25,20007.75,1
"log_lik[173]",-0.28,0,0.13,-0.55,-0.37,-0.28,-0.19,-0.06,21184.37,1
"log_lik[174]",-0.51,0,0.14,-0.81,-0.6,-0.5,-0.41,-0.26,29499.84,1
"log_lik[175]",-0.11,0,0.09,-0.3,-0.16,-0.1,-0.05,0.04,24148.63,1
"log_lik[176]",0.01,0,0.11,-0.25,-0.06,0.02,0.09,0.19,23906.68,1
"log_lik[177]",0.79,0,0.11,0.53,0.73,0.81,0.87,0.97,16491.35,1
"log_lik[178]",0.96,0,0.07,0.81,0.91,0.96,1.01,1.09,15901.15,1
"log_lik[179]",0.68,0,0.08,0.52,0.63,0.69,0.73,0.82,22439.79,1
"log_lik[180]",-2.14,0,0.45,-3.1,-2.43,-2.12,-1.83,-1.34,21884.41,1
"log_lik[181]",-0.02,0,0.09,-0.21,-0.08,-0.02,0.04,0.13,20476.61,1
"log_lik[182]",0.07,0,0.07,-0.06,0.03,0.07,0.12,0.2,24265.38,1
"log_lik[183]",0.06,0,0.07,-0.07,0.02,0.06,0.11,0.18,22509.62,1
"log_lik[184]",0.06,0,0.1,-0.17,0,0.07,0.13,0.23,23076.78,1
"log_lik[185]",0.81,0,0.07,0.66,0.77,0.82,0.86,0.94,14340.69,1
"log_lik[186]",0.51,0,0.12,0.33,0.42,0.52,0.6,0.74,11188.07,1
"log_lik[187]",0.42,0,0.12,0.15,0.34,0.43,0.5,0.64,24381.26,1
"log_lik[188]",0.41,0,0.07,0.27,0.37,0.42,0.46,0.54,21372.84,1
"log_lik[189]",-0.07,0,0.1,-0.3,-0.14,-0.07,0,0.12,21538.56,1
"log_lik[190]",-0.06,0,0.07,-0.22,-0.11,-0.06,-0.01,0.07,23367.2,1
"log_lik[191]",-0.74,0,0.18,-1.11,-0.85,-0.73,-0.61,-0.42,30079.66,1
"log_lik[192]",-1.59,0,0.32,-2.26,-1.79,-1.57,-1.36,-1,25485.03,1
"log_lik[193]",-1.76,0.01,0.71,-3.33,-2.21,-1.7,-1.25,-0.56,20074.92,1
"log_lik[194]",0.96,0,0.07,0.81,0.91,0.96,1.01,1.09,15901.15,1
"log_lik[195]",-0.12,0,0.21,-0.58,-0.24,-0.1,0.03,0.24,25313.05,1
"log_lik[196]",0.4,0,0.06,0.27,0.36,0.4,0.44,0.52,21159.24,1
"log_lik[197]",0.1,0,0.08,-0.07,0.05,0.11,0.16,0.25,22355.6,1
"log_lik[198]",0.08,0,0.06,-0.05,0.03,0.08,0.12,0.2,23534.08,1
"log_lik[199]",-0.05,0,0.09,-0.26,-0.11,-0.05,0.01,0.11,29764.36,1
"log_lik[200]",-3.26,0,0.64,-4.61,-3.67,-3.22,-2.81,-2.1,28526.03,1
"log_lik[201]",0.39,0,0.22,-0.13,0.27,0.43,0.55,0.71,19555.21,1
"log_lik[202]",0.96,0,0.07,0.81,0.91,0.96,1.01,1.09,15901.15,1
"log_lik[203]",0.45,0,0.11,0.2,0.38,0.46,0.53,0.63,24187.45,1
"log_lik[204]",0.42,0,0.07,0.29,0.38,0.43,0.47,0.55,21587.73,1
"log_lik[205]",0.19,0,0.06,0.06,0.15,0.19,0.23,0.3,22130.91,1
"log_lik[206]",0.04,0,0.06,-0.09,0,0.04,0.08,0.15,21540.09,1
"log_lik[207]",-1.48,0,0.26,-2.01,-1.64,-1.46,-1.3,-1.01,27643.61,1
"log_lik[208]",-2.49,0,0.53,-3.61,-2.83,-2.46,-2.12,-1.55,28640.56,1
"log_lik[209]",0.75,0,0.09,0.52,0.7,0.76,0.81,0.9,17028.29,1
"log_lik[210]",0.96,0,0.07,0.81,0.91,0.96,1.01,1.09,15901.15,1
"log_lik[211]",0.71,0,0.06,0.58,0.67,0.71,0.75,0.82,20718.25,1
"log_lik[212]",0.43,0,0.06,0.3,0.39,0.43,0.47,0.55,21703.46,1
"log_lik[213]",-0.1,0,0.1,-0.31,-0.16,-0.09,-0.03,0.08,20566.25,1
"log_lik[214]",-1.81,0,0.27,-2.39,-1.99,-1.8,-1.62,-1.31,25958.45,1
"log_lik[215]",-0.08,0,0.1,-0.29,-0.14,-0.07,-0.01,0.09,30235.65,1
"log_lik[216]",-0.85,0,0.24,-1.35,-1,-0.83,-0.68,-0.41,26367.74,1
"log_lik[217]",0.39,0,0.23,-0.11,0.25,0.4,0.55,0.77,19061.9,1
"log_lik[218]",0.96,0,0.07,0.81,0.91,0.96,1.01,1.09,15901.15,1
"log_lik[219]",0.09,0,0.17,-0.29,-0.01,0.11,0.22,0.39,25143.4,1
"log_lik[220]",0.33,0,0.07,0.17,0.28,0.33,0.38,0.46,20314.96,1
"log_lik[221]",0.2,0,0.06,0.08,0.16,0.2,0.24,0.32,22592.34,1
"log_lik[222]",0.06,0,0.06,-0.06,0.02,0.06,0.1,0.18,21781.09,1
"log_lik[223]",-1.22,0,0.23,-1.71,-1.37,-1.21,-1.06,-0.81,28318.37,1
"log_lik[224]",-0.54,0,0.22,-1.02,-0.67,-0.52,-0.38,-0.17,27298.37,1
"log_lik[225]",0.65,0,0.17,0.27,0.56,0.67,0.78,0.92,18006.39,1
"log_lik[226]",0.94,0,0.06,0.82,0.9,0.94,0.98,1.05,22723.42,1
"log_lik[227]",0.68,0,0.06,0.54,0.63,0.68,0.72,0.8,21074.93,1
"log_lik[228]",0.18,0,0.1,-0.04,0.12,0.19,0.25,0.35,19913.57,1
"log_lik[229]",0.11,0,0.08,-0.07,0.05,0.11,0.16,0.26,22397.73,1
"log_lik[230]",-0.24,0,0.11,-0.47,-0.3,-0.23,-0.16,-0.04,30332.54,1
"log_lik[231]",0.04,0,0.06,-0.08,0,0.04,0.09,0.16,20375.2,1
"log_lik[232]",0.21,0,0.08,0.04,0.16,0.22,0.27,0.35,24426.92,1
"log_lik[233]",0.6,0,0.18,0.19,0.49,0.62,0.73,0.89,18307.84,1
"log_lik[234]",0.96,0,0.07,0.81,0.91,0.96,1.01,1.09,15901.15,1
"log_lik[235]",0.57,0,0.08,0.39,0.52,0.58,0.63,0.72,23076.95,1
"log_lik[236]",0.39,0,0.08,0.22,0.34,0.39,0.44,0.53,20996.05,1
"log_lik[237]",0.21,0,0.06,0.07,0.16,0.21,0.25,0.33,23198.72,1
"log_lik[238]",0.06,0,0.06,-0.07,0.02,0.06,0.1,0.17,21633.67,1
"log_lik[239]",-1.27,0,0.23,-1.76,-1.42,-1.26,-1.11,-0.85,28185.28,1
"log_lik[240]",-0.55,0,0.2,-0.98,-0.68,-0.54,-0.4,-0.18,26890.44,1
"log_lik[241]",0.39,0,0.23,-0.11,0.25,0.4,0.55,0.77,19061.9,1
"log_lik[242]",0.97,0,0.06,0.84,0.93,0.97,1.01,1.09,20571.35,1
"log_lik[243]",0.38,0,0.12,0.1,0.3,0.39,0.46,0.58,24529.53,1
"log_lik[244]",0.19,0,0.1,-0.02,0.13,0.2,0.26,0.36,19917.07,1
"log_lik[245]",0.19,0,0.06,0.06,0.15,0.19,0.23,0.3,22115.39,1
"log_lik[246]",-0.86,0,0.17,-1.23,-0.97,-0.85,-0.74,-0.55,28130.42,1
"log_lik[247]",-5.93,0,0.75,-7.47,-6.42,-5.9,-5.41,-4.56,24658.48,1
"log_lik[248]",-0.17,0,0.15,-0.51,-0.26,-0.16,-0.06,0.08,25692.78,1
"log_lik[249]",0.8,0,0.07,0.64,0.76,0.81,0.85,0.93,14876.82,1
"log_lik[250]",0.96,0,0.07,0.81,0.91,0.96,1.01,1.09,15901.15,1
"log_lik[251]",0.67,0,0.07,0.53,0.63,0.67,0.71,0.79,21304.94,1
"log_lik[252]",0.25,0,0.09,0.05,0.19,0.25,0.31,0.4,19971.52,1
"log_lik[253]",0.08,0,0.09,-0.1,0.03,0.09,0.14,0.24,22227.4,1
"log_lik[254]",0.07,0,0.06,-0.06,0.02,0.07,0.11,0.18,21878.98,1
