FamID,MomID,DadID,Fam ord,Pop,Pop ord,Year,Group,Group ord,Reg,Reg ord,Temp,Temp ord,Temp rep,Tray set,Tray,Rep,Cell,TagID,Planting date,Percival,Leaf number going in,Leaf number coming out (green),Leaf number coming out (brown),Notes
GH_0075,SS3658,SS3665,45,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,25,0.09,D6,75.09,2/26/19,I-31,6,30,,
GH_0052,SS3693,SS4004,39,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,25,0.09,D7,52.09,2/26/19,I-31,NA,NA,,
GH_0812,NFS34,NFS49,60,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,25,0.09,D8,812.09,2/26/19,I-31,10,42,,
GH_0098,SS4031,SS3683,50,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,25,0.09,D9,98.09,2/26/19,I-31,6,30,,
GH_0896,NFS136,NFS64,71,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,25,0.09,D10,896.09,2/26/19,I-31,6,20,,GE
GH_0040,SS3642,SS3607,18,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,25,0.09,D11,40.09,2/26/19,I-31,NA,NA,,
GH_0643,ROC116,ROC70,20,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,25,0.09,D12,643.09,2/26/19,I-31,NA,NA,,
GH_0849,NFS124,NFS1,65,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,25,0.09,E1,849.09,2/26/19,I-31,NA,0,,
GH_0853,NFS143,NFS51,66,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,25,0.09,E2,853.09,2/26/19,I-31,2,7,1,
GH_0672,ROC55,ROC14,26,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,25,0.09,E3,672.09,2/26/19,I-31,NA,0,,
GH_0102,SS4000,SS4048,51,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,25,0.09,E4,102.09,2/26/19,I-31,8,40,,GE
GH_0068,SS4044,SS3660,43,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,25,0.09,E5,68.09,2/26/19,I-31,NA,NA,,
GH_0748,ROC18,ROC151,35,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,25,0.09,E6,748.09,2/26/19,I-31,NA,NA,,
GH_0663,ROC134,ROC3,24,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,25,0.09,E7,663.09,2/26/19,I-31,0,2,,
GH_0074,SS4021,SS3665,44,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,25,0.09,E8,74.09,2/26/19,I-31,5,40,,
GH_0029,SS3611,SS3646,11,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,25,0.09,E9,29.09,2/26/19,I-31,4,18,,
GH_0683,ROC16,ROC129,28,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,25,0.09,E10,683.09,2/26/19,I-31,2,6,,
GH_0647,ROC155,ROC54,21,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,25,0.09,E11,647.09,2/26/19,I-31,0,4,,GE
GH_0034,SS3650,SS3604,15,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,25,0.09,E12,34.09,2/26/19,I-31,NA,0,,
GH_0057,SS4027,SS4011,40,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,25,0.09,F1,57.09,2/26/19,I-31,4,10,2,
GH_0108,SS4044a,SS4024,53,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,25,0.09,F2,108.09,2/26/19,I-31,0,0,,
GH_0653,ROC123,ROC105,22,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,25,0.09,F3,653.09,2/26/19,I-31,2,4,,GE
GH_0761,NFS122,NFS45,55,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,25,0.09,F4,761.09,2/26/19,I-31,2,6,,
GH_0840,NFS78,NFS125,64,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,25,0.09,F5,840.09,2/26/19,I-31,2,6,,
GH_0030,SS3638,SS3646,12,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,25,0.09,F6,30.09,2/26/19,I-31,0,0,,
GH_0023,SS3616,SS3624,8,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,25,0.09,F7,23.09,2/26/19,I-31,NA,0,,
GH_0035,SS3606,SS3604,16,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,25,0.09,F8,35.09,2/26/19,I-31,NA,2,,
GH_0828,NFS120,NFS110,63,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,25,0.09,F9,828.09,2/26/19,I-31,8,33,3,
GH_0027,SS3613,SS3646,10,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,25,0.09,F10,27.09,2/26/19,I-31,NA,NA,,
GH_0799,NFS167,NFS162,58,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,25,0.09,F11,799.09,2/26/19,I-31,2,4,,
GH_0868,NFS104,NFS123,68,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,25,0.09,F12,868.09,2/26/19,I-31,0,,2,
GH_0732,ROC158,ROC10,33,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,A1,732.1,2/26/19,I-31,NA,NA,,Found worms in tray 26
GH_0003,SS3639,SS3615,2,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,A2,3.1,2/26/19,I-31,8,,8,
GH_0010,SS3643,SS3610,5,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,A3,10.1,2/26/19,I-31,NA,NA,,
GH_0683,ROC16,ROC129,28,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,A4,683.1,2/26/19,I-31,0,4,,
GH_0046,SS3692,SS4008,38,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,A5,46.1,2/26/19,I-31,NA,NA,,
GH_0002,SS3651,SS3615,1,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,A6,2.1,2/26/19,I-31,4,10,,
GH_0068,SS4044,SS3660,43,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,A7,68.1,2/26/19,I-31,NA,0,,
GH_0031,SS3621,SS3604,13,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,A8,31.1,2/26/19,I-31,6,11,1,
GH_0032,SS3649,SS3604,14,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,A9,32.1,2/26/19,I-31,6,20,,GE
GH_0114,SS4016,SS3657,54,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,A10,114.1,2/26/19,I-31,12,47,1,
GH_0656,ROC47,ROC162,23,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,A11,656.1,2/26/19,I-31,6,21,1,GE
GH_0029,SS3611,SS3646,11,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,A12,29.1,2/26/19,I-31,NA,0,,
GH_0820,NFS31,NFS84,61,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,B1,820.1,2/26/19,I-31,0,4,,
GH_0647,ROC155,ROC54,21,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,B2,647.1,2/26/19,I-31,NA,0,,
GH_0828,NFS120,NFS110,63,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,B3,828.1,2/26/19,I-31,4,16,,
GH_0023,SS3616,SS3624,8,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,B4,23.1,2/26/19,I-31,4,16,,
GH_0040,SS3642,SS3607,18,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,B5,40.1,2/26/19,I-31,0,2,,
GH_0009,SS3605,SS3610,4,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,B6,9.1,2/26/19,I-31,NA,0,,
GH_0799,NFS167,NFS162,58,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,B7,799.1,2/26/19,I-31,6,24,,
GH_0066,SS3673,SS3660,42,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,B8,66.1,2/26/19,I-31,8,27,1,
GH_0057,SS4027,SS4011,40,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,B9,57.1,2/26/19,I-31,4,14,,GE
GH_0030,SS3638,SS3646,12,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,B10,30.1,2/26/19,I-31,2,6,,
GH_0759,ROC69,ROC41,36,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,B11,759.1,2/26/19,I-31,6,23,1,
GH_0039,SS3619,SS3607,17,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,B12,39.1,2/26/19,I-31,0,2,,
GH_0663,ROC134,ROC3,24,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,C1,663.1,2/26/19,I-31,NA,0,,
GH_0062,SS4047,SS3674,41,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,C2,62.1,2/26/19,I-31,6,22,,GE
GH_0075,SS3658,SS3665,45,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,C3,75.1,2/26/19,I-31,8,40,,
GH_0083,SS4054,SS4037,46,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,C4,83.1,2/26/19,I-31,0,2,,
GH_0103,SS4034,SS4048,52,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,C5,103.1,2/26/19,I-31,8,40,,
GH_0722,ROC4,ROC111,31,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,C6,722.1,2/26/19,I-31,0,2,,
GH_0087,SS3680,SS3688,47,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,C7,87.1,2/26/19,I-31,6,26,,
GH_0677,ROC74,ROC132,27,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,C8,677.1,2/26/19,I-31,8,36,,
GH_0007,SS3612,SS3610,3,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,C9,7.1,2/26/19,I-31,6,22,,
GH_0098,SS4031,SS3683,50,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,C10,98.1,2/26/19,I-31,8,22,2,
GH_0903,NFS135,NFS119,72,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,C11,903.1,2/26/19,I-31,6,28,2,
GH_0706,ROC127,ROC161,29,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,C12,706.1,2/26/19,I-31,4,15,2,
GH_0102,SS4000,SS4048,51,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,D1,102.1,2/26/19,I-31,8,27,1,
GH_0896,NFS136,NFS64,71,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,D2,896.1,2/26/19,I-31,6,24,,
GH_0849,NFS124,NFS1,65,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,D3,849.1,2/26/19,I-31,6,16,,GE
GH_0018,SS3630,SS3652,6,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,D4,18.1,2/26/19,I-31,NA,NA,,
GH_0034,SS3650,SS3604,15,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,D5,34.1,2/26/19,I-31,NA,NA,,
GH_0812,NFS34,NFS49,60,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,D6,812.1,2/26/19,I-31,0,2,,
GH_0026,SS3644,SS3646,9,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,D7,26.1,2/26/19,I-31,0,2,,
GH_0769,NFS153,NFS27,56,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,D8,769.1,2/26/19,I-31,8,38,2,
GH_0884,NFS141,NFS17,69,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,D9,884.1,2/26/19,I-31,4,16,,
GH_0761,NFS122,NFS45,55,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,D10,761.1,2/26/19,I-31,4,16,,
GH_0868,NFS104,NFS123,68,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,D11,868.1,2/26/19,I-31,6,25,1,
GH_0785,NFS35,NFS91,57,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,D12,785.1,2/26/19,I-31,6,15,1,
GH_0864,NFS38,NFS126,67,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,E1,864.1,2/26/19,I-31,2,4,,
GH_0643,ROC116,ROC70,20,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,E2,643.1,2/26/19,I-31,NA,NA,,
GH_0638,ROC61,ROC153,19,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,E3,638.1,2/26/19,I-31,2,4,,
GH_0090,SS4014,SS3688,48,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,E4,90.1,2/26/19,I-31,0,2,,
GH_0043,SS4057,SS3672,37,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,E5,43.1,2/26/19,I-31,6,14,,
GH_0108,SS4044a,SS4024,53,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,E6,108.1,2/26/19,I-31,2,6,,
GH_0074,SS4021,SS3665,44,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,E7,74.1,2/26/19,I-31,8,34,,GE
GH_0840,NFS78,NFS125,64,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,E8,840.1,2/26/19,I-31,NA,0,,
GH_0715,ROC85,ROC94,30,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,E9,715.1,2/26/19,I-31,NA,0,,
GH_0020,SS3633,SS3652,7,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,E10,20.1,2/26/19,I-31,NA,0,,
GH_0035,SS3606,SS3604,16,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,E11,35.1,2/26/19,I-31,0,4,,GE
GH_0672,ROC55,ROC14,26,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,E12,672.1,2/26/19,I-31,0,4,,
GH_0052,SS3693,SS4004,39,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,F1,52.1,2/26/19,I-31,NA,0,,
GH_0653,ROC123,ROC105,22,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,F2,653.1,2/26/19,I-31,NA,0,,
GH_0094,SS3694,SS3662,49,N2,2,2010,N2 2010,3,N,1,40.25,6,1,5,26,0.1,F3,94.1,2/26/19,I-31,0,2,,
GH_0729,ROC159,ROC30,32,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,F4,729.1,2/26/19,I-31,0,0,,
GH_0027,SS3613,SS3646,10,N1,1,2010,N1 2010,1,N,1,40.25,6,1,5,26,0.1,F5,27.1,2/26/19,I-31,NA,NA,,
GH_0892,NFS99,NFS54,70,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,F6,892.1,2/26/19,I-31,4,6,,
GH_0742,ROC97,ROC138,34,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,F7,742.1,2/26/19,I-31,0,2,,
GH_0669,ROC57,ROC133,25,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,F8,669.1,2/26/19,I-31,0,2,,
GH_0810,NFS30,NFS52,59,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,F9,810.1,2/26/19,I-31,6,22,,
GH_0823,NFS89,NFS112,62,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,F10,823.1,2/26/19,I-31,6,12,,GE
GH_0748,ROC18,ROC151,35,N1,1,2017,N1 2017,2,N,1,40.25,6,1,5,26,0.1,F11,748.1,2/26/19,I-31,NA,0,,
GH_0853,NFS143,NFS51,66,N2,2,2017,N2 2017,4,N,1,40.25,6,1,5,26,0.1,F12,853.1,2/26/19,I-31,8,26,4,
GH_0297,SS3595,SS3593,123,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,A1,297.09,3/5/19,I-31,6,22,,
GH_0301,SS3558,SS3554,125,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,A2,301.09,3/5/19,I-31,6,21,1,
GH_1122,WAW76,WAW55,142,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,A3,1122.09,3/5/19,I-31,6,24,,
GH_1120,WAW37,WAW43,141,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,A4,1120.09,3/5/19,I-31,8,26,,
GH_0266,SS3586,SS3550,109,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,A5,266.09,3/5/19,I-31,6,28,,
GH_0209,SS3433,SS3424,84,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,A6,209.09,3/5/19,I-31,6,23,1,
GH_1070,CRA73,CRA18,108,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,A7,1070.09,3/5/19,I-31,6,16,,GE
GH_0197,SS3361,SS3357,83,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,A8,197.09,3/5/19,I-31,6,30,,GE
GH_0134,SS3350,SS3325,75,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,A9,134.09,3/5/19,I-31,6,16,,
GH_0271,SS3545,SS3573,112,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,A10,271.09,3/5/19,I-31,6,24,,
GH_0257,SS3473,SS3322,90,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,A11,257.09,3/5/19,I-31,6,21,1,
GH_1089,WAW65,WAW73,131,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,A12,1089.09,3/5/19,I-31,6,16,,
GH_0290,SS3585,SS3577,120,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,B1,290.09,3/5/19,I-31,6,21,1,GE
GH_1124,WAW32,WAW55,143,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,B2,1124.09,3/5/19,I-31,6,22,,
GH_1108,WAW78,WAW60,138,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,B3,1108.09,3/5/19,I-31,6,28,,
GH_0268,SS3596,SS3550,110,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,B4,268.09,3/5/19,I-31,6,26,2,
GH_1082,WAW9,WAW15,130,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,B5,1082.09,3/5/19,I-31,6,26,,GE
GH_0233,SS3411,SS3368,87,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,B6,233.09,3/5/19,I-31,0,2,,
GH_0998,CRA170,CRA75,101,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,B7,998.09,3/5/19,I-31,4,14,,
GH_1112,WAW81,WAW67,139,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,B8,1112.09,3/5/19,I-31,6,23,1,
GH_0275,SS3567,SS3573,114,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,B9,275.09,3/5/19,I-31,6,34,,
GH_0281,SS3572,SS3544,116,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,B10,281.09,3/5/19,I-31,6,28,,
GH_0274,SS3590,SS3573,113,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,B11,274.09,3/5/19,I-31,2,8,,
GH_0912,CRA190,CRA19,92,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,B12,912.09,3/5/19,I-31,6,20,,GE
GH_0936,CRA43,CRA15,95,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,C1,936.09,3/5/19,I-31,4,6,,
GH_0127,SS3340,SS3495,74,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,C2,127.09,3/5/19,I-31,6,16,,GE
GH_0300,SS3547,SS3593,124,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,C3,300.09,3/5/19,I-31,6,24,,
GH_0270,SS3578,SS3550,111,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,C4,270.09,3/5/19,I-31,6,22,,
GH_1076,WAW51,WAW66,127,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,C5,1076.09,3/5/19,I-31,6,20,2,
GH_0173,SS3412,SS3425,80,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,C6,173.09,3/5/19,I-31,6,18,,
GH_1035,CRA124,CRA22,104,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,C7,1035.09,3/5/19,I-31,0,0,,Looks Almost Dead
GH_0959,CRA165,CRA120,97,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,C8,959.09,3/5/19,I-31,6,30,,
GH_1080,WAW4,WAW66,129,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,C9,1080.09,3/5/19,I-31,6,30,,
GH_1102,WAW39,WAW36,136,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,C10,1102.09,3/5/19,I-31,6,31,1,
GH_1078,WAW44,WAW66,128,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,C11,1078.09,3/5/19,I-31,NA,0,,
GH_1013,CRA66,CRA53,102,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,C12,1013.09,3/5/19,I-31,6,16,,
GH_0169,SS3420,SS3337,79,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,D1,169.09,3/5/19,I-31,4,12,,
GH_0925,CRA10,CRA42,93,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,D2,925.09,3/5/19,I-31,4,14,,GE
GH_0277,SS3551,SS3564,115,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,D3,277.09,3/5/19,I-31,6,22,,
GH_1125,WAW53,WAW55,144,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,D4,1125.09,3/5/19,I-31,6,22,,GE
GH_0165,SS3474,SS3397,78,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,D5,165.09,3/5/19,I-31,6,25,1,
GH_0286,SS3584,SS3577,118,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,D6,286.09,3/5/19,I-31,6,21,1,GE
GH_0255,SS3457,SS3499,89,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,D7,255.09,3/5/19,I-31,6,22,,
GH_0250,SS3445,SS3363,88,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,D8,250.09,3/5/19,I-31,16,25,1,Looks Strange
GH_0146,SS3339,SS3321,76,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,D9,146.09,3/5/19,I-31,6,25,1,
GH_0191,SS3383,SS3441,82,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,D10,191.09,3/5/19,I-31,6,26,,
GH_0907,CRA47,CRA25,91,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,D11,907.09,3/5/19,I-31,0,4,,
GH_0302,SS3553,SS3554,126,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,D12,302.09,3/5/19,I-31,6,22,,
GH_1100,WAW6,WAW7,134,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,E1,1100.09,3/5/19,I-31,6,9,1,GE
GH_1095,WAW40,WAW11,133,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,E2,1095.09,3/5/19,I-31,6,20,,GE
GH_0962,CRA14,CRA104,98,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,E3,962.09,3/5/19,I-31,4,16,,
GH_0159,SS3491,SS3454,77,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,E4,159.09,3/5/19,I-31,6,19,1,
GH_0179,SS3418,SS3504,81,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,E5,179.09,3/5/19,I-31,6,18,,
GH_0215,SS3483,SS3387,85,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,E6,215.09,3/5/19,I-31,4,14,,
GH_0122,SS3450,SS3402,73,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,E7,122.09,3/5/19,I-31,6,26,,
GH_0284,SS3556,SS3544,117,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,E8,284.09,3/5/19,I-31,6,16,,
GH_0291,SS3568,SS3555,121,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,E9,291.09,3/5/19,I-31,6,24,,
GH_0293,SS3546,SS3555,122,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,E10,293.09,3/5/19,I-31,6,20,,GE
GH_1053,CRA181,CRA114,107,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,E11,1053.09,3/5/19,I-31,4,22,,
GH_0222,SS3442,SS3501,86,C1,3,2010,C1 2010,5,C,2,40.25,6,1,5,27,0.09,E12,222.09,3/5/19,I-31,6,20,,
GH_1107,WAW8,WAW60,137,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,F1,1107.09,3/5/19,I-31,4,8,,
GH_1101,WAW69,WAW36,135,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,F2,1101.09,3/5/19,I-31,4,14,,
GH_1093,WAW50,WAW11,132,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,F3,1093.09,3/5/19,I-31,6,14,2,
GH_0969,CRA37,CRA126,99,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,F4,969.09,3/5/19,I-31,4,,4,
GH_0950,CRA78,CRA6,96,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,F5,950.09,3/5/19,I-31,2,10,,
GH_1119,WAW41,WAW43,140,C2,4,2017,C2 2017,8,C,2,40.25,6,1,5,27,0.09,F6,1119.09,3/5/19,I-31,6,12,,
GH_1049,CRA197,CRA131,106,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,F7,1049.09,3/5/19,I-31,NA,,2,
GH_0978,CRA167,CRA74,100,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,F8,978.09,3/5/19,I-31,4,16,,
GH_1042,CRA144,CRA3,105,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,F9,1042.09,3/5/19,I-31,6,10,2,
GH_1019,CRA154,CRA2,103,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,F10,1019.09,3/5/19,I-31,6,10,,GE
GH_0287,SS3571,SS3577,119,C2,4,2010,C2 2010,7,C,2,40.25,6,1,5,27,0.09,F11,287.09,3/5/19,I-31,6,6,,GE
GH_0927,CRA38,CRA102,94,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,27,0.09,F12,927.09,3/5/19,I-31,4,16,,
GH_0912,CRA190,CRA19,92,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,28,0.1,A1,912.1,3/5/19,I-31,4,12,,Looks Strange
GH_0907,CRA47,CRA25,91,C1,3,2017,C1 2017,6,C,2,40.25,6,1,5,28,0.1,A2,907.1,3/5/19,I-31,NA,0,,
