,1,2,3,4,5,6,7,8,9,10,11,12
1,0,0.262,-1.526**,-0.371,-0.715,-0.206,-0.169,0.488,-0.739,-0.625,0.335,-0.141
2,-0.262,0,-1.788**,-0.633,-0.976,-0.468,-0.431,0.227,-1,-0.886,0.074,-0.402
3,1.526**,1.788**,0,1.155**,0.812,1.32**,1.357*,2.015**,0.788,0.902,1.862**,1.386**
4,0.371,0.633,-1.155**,0,-0.344,0.165,0.202,0.859,-0.368,-0.253,0.707,0.23
5,0.715,0.976,-0.812,0.344,0,0.509,0.546,1.203*,-0.024,0.09,1.05*,0.574
6,0.206,0.468,-1.32**,-0.165,-0.509,0,0.037,0.694,-0.533,-0.419,0.541,0.065
7,0.169,0.431,-1.357*,-0.202,-0.546,-0.037,0,0.657,-0.57,-0.456,0.504,0.028
8,-0.488,-0.227,-2.015**,-0.859,-1.203*,-0.694,-0.657,0,-1.227*,-1.113*,-0.153,-0.629
9,0.739,1,-0.788,0.368,0.024,0.533,0.57,1.227*,0,0.114,1.074*,0.598
10,0.625,0.886,-0.902,0.253,-0.09,0.419,0.456,1.113*,-0.114,0,0.96,0.484
11,-0.335,-0.074,-1.862**,-0.707,-1.05*,-0.541,-0.504,0.153,-1.074*,-0.96,0,-0.476
12,0.141,0.402,-1.386**,-0.23,-0.574,-0.065,-0.028,0.629,-0.598,-0.484,0.476,0
